"Series","ES","dmuiid","MLRA","LRU","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
"Aeric Epiaquents",NA,594078,"111B",NA,2082738,"OH101","Marion County, Ohio",2569806,2517685,"2qhvn","Aeric Epiaquents-Urban land complex, till substratum, 0 to 3 percent slopes",18.3182825010307,TRUE,65,"entisols","aeric epiaquents","Mesic Aeric Epiaquents","somewhat poorly",1,0,250,8,24,38,38,0.25,4.50000017881393,7.19999980926514,5.94666666666667,22.4533333333333,39.7333333333333,37.8133333333333,0.318333333333333,13.0800004303455,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","till plain","no","no",50,"12-FIN Findlay, Ohio","Till Ridge"
"Alfic Udarents",NA,594072,"111B",NA,1974591,"OH101","Marion County, Ohio",2569802,2517678,"2qhvf","Urban land-Alfic Udarents-Glynwood complex, 1 to 8 percent slopes",18.3312646047864,TRUE,35,"entisols","alfic udarents","Mesic Alfic Udarents","moderately well",3,0,250,6.8,23.2,37.2,39.6,0.45,5.70000022649765,6.79999980926514,6.56,23.36,37.36,39.28,0.49,16.3800004720688,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","till plain","no","no",100,"12-FIN Findlay, Ohio","Till Ridge"
"Alfic Udarents",NA,594076,"111B",NA,2082732,"OH101","Marion County, Ohio",2569798,2517681,"2qhvj","Alfic Udarents-Urban land complex, till substratum, 1 to 8 percent slopes",18.3173316870505,TRUE,65,"entisols","alfic udarents","Mesic Alfic Udarents","moderately well",3,0,250,6.8,23.2,37.2,39.6,0.45,5.70000022649765,6.79999980926514,6.56,23.36,37.36,39.28,0.49,16.3800004720688,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","till plain","no","no",100,"12-FIN Findlay, Ohio","Till Ridge"
"Algiers","F111BY203IN",128860,"111B",NA,1360755,"OH011","Auglaize County, Ohio",1146254,1146254,"17gry","Westland silty clay loam, clay substratum",18.7156330515171,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain & terrace","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",125681,"111B",NA,245125,"OH159","Union County, Ohio",1406056,1406056,"1j63n","Algiers silt loam",18.8872502411581,TRUE,95,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,48,250,0,25.68,52.1,22.22,2.91,9.00000035762787,6.73199981689453,0,24.0113334910075,50.2486665089925,25.74,1.47,27.6200009435415,"flood",48,0,"alluvium",NA,"flood plain","no","no",50,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",128775,"111B",NA,249904,"OH091","Logan County, Ohio",171092,171092,"5r13","Algiers silt loam",18.5808445354448,TRUE,90,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,25,250,0,22.1499996185303,53.6000003814697,24.25,1.875,9.00000035762787,6.84999990463257,0,19.3833332061768,54.2000001271566,26.4166666666667,1.125,27.0000010728836,"flood",25,0,"alluvium",NA,"flood plain & terrace","no","no",50,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",861169,"111B",NA,2722935,"OH149","Shelby County, Ohio",3216952,2746879,"2z6c0","Pewamo-Urban land complex",18.5434651245942,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",128860,"111B",NA,1360755,"OH091","Logan County, Ohio",171177,171177,"5r3v","Westland silty clay loam, clay substratum",18.7156330515171,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain & terrace","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",127701,"111B",NA,1314949,"OH011","Auglaize County, Ohio",1146253,1146253,"17grx","Wallkill silty clay loam",18.7186464104949,FALSE,4,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",127694,"111B",NA,1314932,"OH149","Shelby County, Ohio",170061,170061,"5pyv","Pewamo silt loam",18.7277724773154,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",127701,"111B",NA,1314949,"OH091","Logan County, Ohio",1593186,1593186,"1qgv3","Wallkill silty clay loam",18.7186464104949,FALSE,4,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",128860,"111B",NA,1360755,"OH065","Hardin County, Ohio",1611232,1611232,"1r2m7","Westland silty clay loam, clay substratum",18.7156330515171,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain & terrace","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",127701,"111B",NA,1314949,"OH149","Shelby County, Ohio",170068,170068,"5pz2","Wallkill silty clay loam",18.7186464104949,FALSE,4,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Algiers","F111BY203IN",127654,"111B",NA,248099,"OH149","Shelby County, Ohio",170021,170021,"5pxk","Algiers silt loam",18.7058609087173,TRUE,90,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,61,250,0,26.2999992370605,52.7000007629395,21,3,9.00000035762787,6.69999980926514,0,21.3753330230713,53.768000310262,24.8566666666667,1.665,27.0000010728836,"flood",61,0,"alluvium",NA,"terrace & flood plain","no","no",50,"12-FIN Findlay, Ohio","Dry Alluvium Forest"
"Allison variant",NA,120121,"111B",NA,239025,"IN135","Randolph County, Indiana",161285,161285,"5dtr","Allison variant silty clay, frequently flooded",18.6396790254651,TRUE,90,"mollisols","cumulic hapludolls","Fine, mixed, superactive, mesic Cumulic Hapludolls","well",1,250,250,0,10,47.24,42.76,3.56,9.41999989748001,7,0,20.0333333333333,40.48,39.4866666666667,2.21,26.4200000762939,"flood",46,0,"alluvium",NA,"flood plain","no","no",250,"12-FIN Findlay, Ohio","Dry Alluvium Floodplain"
"Alvada","F111BY501IN",129506,"111B",NA,289891,"OH137","Putnam County, Ohio",1529133,1529133,"1nb5w","Houcktown sandy loam, 2 to 4 percent slopes",18.7014978797196,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & depression & ground moraine & lake plain","yes","no",25,"12-FIN Findlay, Ohio","Lacustrine Forest"
"Alvada","F111BY501IN",129505,"111B",NA,289881,"OH003","Allen County, Ohio",171822,171822,"5rsn","Houcktown sandy loam, 0 to 2 percent slopes",18.6730272505018,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & depression & ground moraine & lake plain","yes","no",25,"12-FIN Findlay, Ohio","Lacustrine Forest"
"Alvada","F111BY501IN",129476,"111B",NA,889676,"OH137","Putnam County, Ohio",1529122,1529122,"1nb5j","Alvada silty clay loam, 0 to 1 percent slopes",18.6498404355785,TRUE,90,"mollisols","typic argiaquolls","Fine-loamy, mixed, active, mesic Typic Argiaquolls","very poorly",0.5,25,250,0,27.1500005722046,43.3499984741211,29.5,3.375,8.74999985098839,6.75,0,31.9326676813761,39.4406653340658,28.6266666666667,1.705,20.469999819994,"none",25,0,"outwash & till, unspecified",NA,"drainageway & depression & flat & drainageway & depression & drainageway & depression & lake plain & ground moraine & delta","yes","no",0,"12-FLI Flint, Michigan","Wet Outwash Mollisol"
"Alvada","F111BY501IN",129475,"111B",NA,889672,"OH137","Putnam County, Ohio",1529121,1529121,"1nb5h","Alvada loam, 0 to 1 percent slopes",18.6756201094074,TRUE,90,"mollisols","typic argiaquolls","Fine-loamy, mixed, active, mesic Typic Argiaquolls","very poorly",0.5,36,250,0,38.2879998779297,37.6720001220703,24.04,4.31,9.16000011563301,6.64,0,36.0486675262451,37.5013324737549,26.45,2.11666666666667,21.7800001204014,"none",36,0,"outwash & till, unspecified",NA,"drainageway & depression & depression & drainageway & depression & drainageway & drainageway & depression & flat & lake plain & delta & ground moraine & outwash plain","yes","no",0,"12-FLI Flint, Michigan","Wet Outwash Mollisol"
"Alvada","F111BY501IN",129509,"111B",NA,289907,"OH003","Allen County, Ohio",171904,171904,"5rw9","Houcktown silt loam, 0 to 2 percent slopes",18.7056198376807,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & depression & ground moraine & lake plain","yes","no",25,"12-FIN Findlay, Ohio","Lacustrine Forest"
"Alvada","F111BY501IN",129475,"111B",NA,889672,"OH003","Allen County, Ohio",171870,171870,"5rv6","Alvada loam, 0 to 1 percent slopes",18.6756201094074,TRUE,90,"mollisols","typic argiaquolls","Fine-loamy, mixed, active, mesic Typic Argiaquolls","very poorly",0.5,36,250,0,38.2879998779297,37.6720001220703,24.04,4.31,9.16000011563301,6.64,0,36.0486675262451,37.5013324737549,26.45,2.11666666666667,21.7800001204014,"none",36,0,"outwash & till, unspecified",NA,"drainageway & depression & depression & drainageway & depression & drainageway & drainageway & depression & flat & lake plain & delta & ground moraine & outwash plain","yes","no",0,"12-FLI Flint, Michigan","Wet Outwash Mollisol"
"Alvada","F111BY501IN",129506,"111B",NA,289891,"OH003","Allen County, Ohio",171823,171823,"5rsp","Houcktown sandy loam, 2 to 4 percent slopes",18.7014978797196,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & depression & ground moraine & lake plain","yes","no",25,"12-FIN Findlay, Ohio","Lacustrine Forest"
"Alvada","F111BY501IN",129476,"111B",NA,889676,"OH003","Allen County, Ohio",171793,171793,"5rrq","Alvada silty clay loam, 0 to 1 percent slopes",18.6498404355785,TRUE,90,"mollisols","typic argiaquolls","Fine-loamy, mixed, active, mesic Typic Argiaquolls","very poorly",0.5,25,250,0,27.1500005722046,43.3499984741211,29.5,3.375,8.74999985098839,6.75,0,31.9326676813761,39.4406653340658,28.6266666666667,1.705,20.469999819994,"none",25,0,"outwash & till, unspecified",NA,"drainageway & depression & flat & drainageway & depression & drainageway & depression & lake plain & ground moraine & delta","yes","no",0,"12-FLI Flint, Michigan","Wet Outwash Mollisol"
"Alvada soils in depressions and at the margins of map units",NA,129484,"111B",NA,289799,"OH011","Auglaize County, Ohio",817826,817826,"wg0h","Cygnet loam, 0 to 3 percent slopes",18.6661386127681,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & lake plain","yes","no",25,"12-FLI Flint, Michigan","Lacustrine Forest"
"Alvada soils in depressions and at the margins of map units",NA,129484,"111B",NA,289799,"OH137","Putnam County, Ohio",1529127,1529127,"1nb5p","Cygnet loam, 0 to 3 percent slopes",18.6661386127681,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & lake plain","yes","no",25,"12-FLI Flint, Michigan","Lacustrine Forest"
"Alvada soils in depressions and at the margins of map units",NA,129484,"111B",NA,289799,"OH003","Allen County, Ohio",171801,171801,"5rrz","Cygnet loam, 0 to 3 percent slopes",18.6661386127681,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"outwash & glaciolacustrine deposits & till, unspecified & till, unspecified",NA,"depression & lake plain","yes","no",25,"12-FLI Flint, Michigan","Lacustrine Forest"
"Amanda","F111BY503IN",129711,"111B",NA,1174606,"OH041","Delaware County, Ohio",172098,172098,"5s2k","Udorthents-Pits complex",18.8754566889288,FALSE,2,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"loess & till, unspecified",NA,"end moraine & ground moraine",NA,"no",250,"12-FIN Findlay, Ohio","Till Ridge"
"Aptakisic","F111BY403IN",120322,"111B",NA,239302,"IN069","Huntington County, Indiana",161401,161401,"5dyh","Aptakisic silt loam, 0 to 2 percent slopes",18.6660765684059,TRUE,90,"alfisols","aeric endoaqualfs","Fine-silty, mixed, superactive, mesic Aeric Endoaqualfs","somewhat poorly",1,86,250,0,11.84,65.06,23.1,1.325,8.6099998652935,6.60799989700317,2.56,21.28,57.42,21.3,0.941666666666667,19.410000115633,"none",23,0,"outwash",NA,"outwash plain","no","no",50,"12-FIN Findlay, Ohio","Outwash Upland"
"Aquents",NA,409812,"111B",NA,923604,"OH063","Hancock County, Ohio",644365,644365,"pmhz","Aquents, clayey, 0 to 1 percent slopes",18.5547003347284,TRUE,90,"entisols",NA,"Mixed, mesic Aquents","very poorly",0.5,15,250,0,26.05,36.6,37.35,0.95,6.10000006854534,7.04999980926514,0,29.6326659138997,34.6306674194336,35.7366666666667,0.65,14.8799999207258,"none",15,0,"till, unspecified",NA,"ground moraine","yes","no",0,"12-FIN Findlay, Ohio","Till Depression"
"Aquents",NA,594070,"111B",NA,2134642,"OH101","Marion County, Ohio",2569804,2517676,"2qhvc","Urban land-Orthents, clayey, complex, 1 to 8 percent slopes",18.3002635930506,FALSE,5,"entisols",NA,"Mesic Aquents","poorly",0.5,0,250,8,24,38,38,0.25,4.50000017881393,7.19999980926514,6.82,22.82,37.56,39.62,0.545,14.9400002360344,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","depression & till plain","yes","no",25,"12-FIN Findlay, Ohio","Till Depression"
"Aquents",NA,594071,"111B",NA,1974583,"OH101","Marion County, Ohio",2569803,2517677,"2qhvd","Urban land-Aquents, clayey, complex, 0 to 3 percent slopes",18.3131132148231,TRUE,30,"entisols",NA,"Mesic Aquents","poorly",0.5,0,250,8,24,38,38,0.25,4.50000017881393,7.19999980926514,6.82,22.82,37.56,39.62,0.545,14.9400002360344,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","depression & till plain","yes","no",25,"12-FIN Findlay, Ohio","Till Depression"
"Aquents",NA,645023,"111B",NA,2134632,"OH101","Marion County, Ohio",2569807,2517690,"2qhvt","Aquents, clayey-Urban land complex, 0 to 3 percent slopes",18.2891172313138,TRUE,65,"entisols",NA,"Mesic Aquents","poorly",0.5,0,250,8,24,38,38,0.25,4.50000017881393,7.19999980926514,6.82,22.82,37.56,39.62,0.545,14.9400002360344,"none",0,0,"human-transported material & till, unspecified","NA & limestone and shale","depression & till plain","yes","no",25,"12-FIN Findlay, Ohio","Till Depression"
"areas altered by cutting and filling",NA,125594,"111B",NA,1177971,"OH049","Franklin County, Ohio",167921,167921,"5mqt","Milton-Urban land complex, 2 to 6 percent slopes",19.5643454561635,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana","Not"
"areas altered by cutting and filling",NA,125595,"111B",NA,1177974,"OH049","Franklin County, Ohio",167922,167922,"5mqv","Milton-Urban land complex, 6 to 12 percent slopes",19.5796495407438,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana","Not"
"Areas of undisturbed soil",NA,130060,"111B",NA,252530,"OH003","Allen County, Ohio",171864,171864,"5rv0","Udorthents, loamy, 0 to 2 percent slopes",18.7879853668656,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"12-FIN Findlay, Ohio","Not"
"Areas of undisturbed soil",NA,409988,"111B",NA,924640,"OH063","Hancock County, Ohio",644466,644466,"pmm7","Udorthents, loamy, 0 to 2 percent slopes",18.5582796353593,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"12-FIN Findlay, Ohio","Not"
"Areas of undisturbed soil",NA,409990,"111B",NA,924661,"OH063","Hancock County, Ohio",644467,644467,"pmm8","Udorthents, loamy, 2 to 25 percent slopes",18.5632534466969,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,"12-FIN Findlay, Ohio","Not"
"areas similar to adjacent soils",NA,125603,"111B",NA,1177996,"OH049","Franklin County, Ohio",167930,167930,"5mr3","Pits, quarry",19.6340013015369,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-IND Indianapolis, Indiana","Not"
"areas subject to flooding",NA,126378,"111B",NA,1330988,"OH039","Defiance County, Ohio",168485,168485,"5nb0","Wallkill Variant silty clay",18.1954075866544,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"end moraine","yes","no",25,"12-FIN Findlay, Ohio","Not"
"areas subject to flooding",NA,126656,"111B",NA,1331976,"OH065","Hardin County, Ohio",168964,168964,"5ntg","Roundhead muck",18.6631863845961,FALSE,2,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"marsh","yes","no",25,"12-FIN Findlay, Ohio","Not"
"areas subject to flooding",NA,127573,"111B",NA,1221164,"OH107","Mercer County, Ohio",169940,169940,"5pty","McGary silty clay loam, 0 to 2 percent slopes",18.8060449065141,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FIN Findlay, Ohio","Not"
"areas subject to flooding",NA,127573,"111B",NA,1221164,"OH011","Auglaize County, Ohio",1146246,1146246,"17grp","McGary silty clay loam, 0 to 2 percent slopes",18.8060449065141,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FIN Findlay, Ohio","Not"
"areas subject to flooding",NA,127574,"111B",NA,1221172,"OH107","Mercer County, Ohio",169941,169941,"5ptz","McGary silty clay loam, 2 to 6 percent slopes",18.7968418927339,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"12-FIN Findlay, Ohio","Not"
"areas subject to occasional flooding",NA,127575,"111B",NA,1221180,"OH107","Mercer County, Ohio",169942,169942,"5pv0","Millgrove silty clay loam",18.8181485933375,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-FIN Findlay, Ohio","Not"
"areas subject to rare flooding",NA,127576,"111B",NA,1221183,"OH107","Mercer County, Ohio",169943,169943,"5pv1","Millsdale silty clay loam",18.8660897398081,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-FIN Findlay, Ohio","Not"
"Areas that are ponded for very long periods",NA,409812,"111B",NA,923601,"OH063","Hancock County, Ohio",644365,644365,"pmhz","Aquents, clayey, 0 to 1 percent slopes",18.5547003347284,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"ground moraine","yes","no",25,"12-FIN Findlay, Ohio","Not"
