"dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","grpname"
125376,1406540,1406540,"124",257,0.000709395303162705,0.000709395303162705,0.000718212009999268,98.7724088829186,"124",98.7724088829186,100,"Homewood",244686,"OH139","Richland County, Ohio","1j6m8","Homewood silt loam, 12 to 18 percent slopes, eroded",17.6504703668448,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",15,250,250,0,30.7000007629395,45.7999992370605,23.5,1.32499998807907,10.0000001490116,5.75,0,33.1666679382324,40.3333320617676,26.5,0.722999989191691,20.4000001847744,"none",25,0,"till, unspecified","sandstone and shale","till plain","no","no",250,"F139XY004OH","12-BEL Belmont, New York"
125377,613595,613595,"124",1576,0.00435022178126235,0.00435022178126235,0.00435022178126235,100,"124",100,100,"Homewood",244691,"OH083","Knox County, Ohio","nlhd","Homewood silt loam, 18 to 25 percent slopes, eroded",17.6179330760452,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",22,250,250,0,30.7000007629395,45.7999992370605,23.5,1.32499998807907,10.0000001490116,5.75,0,33.1666679382324,40.3333320617676,26.5,0.722999989191691,20.4000001847744,"none",25,0,"till, unspecified","sandstone and shale","till plain","no","no",250,"F139XY004OH","12-BEL Belmont, New York"
125377,1406541,1406541,"124",58,0.000160096994488081,0.000160096994488081,0.000160096994488081,100,"124",100,100,"Homewood",244691,"OH139","Richland County, Ohio","1j6m9","Homewood silt loam, 18 to 25 percent slopes, eroded",17.6498110540982,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",22,250,250,0,30.7000007629395,45.7999992370605,23.5,1.32499998807907,10.0000001490116,5.75,0,33.1666679382324,40.3333320617676,26.5,0.722999989191691,20.4000001847744,"none",25,0,"till, unspecified","sandstone and shale","till plain","no","no",250,"F139XY004OH","12-BEL Belmont, New York"
125378,613596,613596,"111E",2861,0.0318993954835986,0.0318993954835986,0.0530302025099632,60.1532597911642,"111E",60.1532597911642,100,"Jimtown",244696,"OH083","Knox County, Ohio","nlhf","Jimtown silt loam, 0 to 2 percent slopes",17.6567767368392,TRUE,90,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",1,117,250,0,33.4999992370605,47.3000007629395,19.2,1.8,8.8000001013279,5.74000005722046,0,47.4773327382406,37.3293339284261,15.1933333333333,0.816333331565062,17.4400003328919,"none",30,0,"outwash","mixed","terrace & outwash plain & alluvial fan","no","no",50,"F139XY002OH","12-IND Indianapolis, Indiana"
125379,613597,613597,"111E",1296,0.0144500582127731,0.0144500582127731,0.0220862633433399,65.4255452275519,"111E",65.4255452275519,100,"Jimtown",244699,"OH083","Knox County, Ohio","nlhg","Jimtown silt loam, 2 to 6 percent slopes",17.6732098175004,TRUE,90,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",4,117,250,0,33.4999992370605,47.3000007629395,19.2,1.8,8.8000001013279,5.74000005722046,0,47.4773327382406,37.3293339284261,15.1933333333333,0.816333331565062,17.4400003328919,"none",30,0,"outwash","mixed","terrace & outwash plain & alluvial fan","no","no",50,"F139XY002OH","12-IND Indianapolis, Indiana"
125413,614637,614637,"124",12732,0.0351440505831423,0.0351440505831423,0.0372508900494781,94.3441902635414,"124",94.3441902635414,100,"Wooster",244763,"OH083","Knox County, Ohio","nml0","Wooster silt loam, 2 to 6 percent slopes",17.5498895379142,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",4,250,250,0,35.6999988555908,46.0500011444092,18.25,1.27500000596046,9.24999974668026,5.5,0,39.629999109904,40.8866675567627,19.4833333333333,0.674333336551984,21.4899996593595,"none",25,0,"till, unspecified","sandstone and siltstone","hill & till plain","no","no",250,"F139XY005OH","12-IND Indianapolis, Indiana"
125414,614638,614638,"124",16643,0.0459395565390541,0.0459395565390541,0.0501512832705021,91.6019562077182,"124",91.6019562077182,100,"Wooster",244764,"OH083","Knox County, Ohio","nml1","Wooster silt loam, 6 to 12 percent slopes",17.5515292577999,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",9,250,250,0,35.6999988555908,46.0500011444092,18.25,1.27500000596046,9.24999974668026,5.5,0,39.629999109904,40.8866675567627,19.4833333333333,0.674333336551984,21.4899996593595,"none",25,0,"till, unspecified","sandstone and siltstone","till plain & hill & drainageway","no","no",250,"F139XY005OH","12-IND Indianapolis, Indiana"
125415,614639,614639,"124",6599,0.0182151735625319,0.0182151735625319,0.0312769301367497,58.2383676495459,"124",58.2383676495459,100,"Wooster",244765,"OH083","Knox County, Ohio","nml2","Wooster silt loam, 12 to 18 percent slopes, eroded",17.5792176669571,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",15,112,250,0,35.6999988555908,46.0500011444092,18.25,1.27500000596046,9.24999974668026,5.5,0,39.629999109904,40.8866675567627,19.4833333333333,0.674333336551984,21.4899996593595,"none",25,0,"till, unspecified","sandstone and siltstone","till plain & moraine & hill & hill","no","no",250,"F139XY004OH","12-IND Indianapolis, Indiana"
125416,614640,614640,"139",950,0.00279195716491151,0.00279195716491151,0.00482229242547945,57.8968863472422,"139",57.8968863472422,100,"Wooster",244766,"OH083","Knox County, Ohio","nml3","Wooster silt loam, 18 to 40 percent slopes, eroded",17.5705543339289,TRUE,90,"alfisols","typic fragiudalfs","Fine-loamy, mixed, mesic Typic Fragiudalfs","well",29,250,250,0,35.6999988555908,46.0500011444092,18.25,1.27500000596046,9.24999974668026,5.5,0,39.629999109904,40.8866675567627,19.4833333333333,0.674333336551984,21.4899996593595,"none",25,0,"till, unspecified","sandstone and siltstone","till plain & moraine & hill & hill","no","no",250,"F139XY004OH","12-IND Indianapolis, Indiana"
125650,1592184,1592184,"111B",27,8.46262871814996e-05,8.46262871814996e-05,8.46262871814996e-05,100,"111B",100,100,"Jimtown",245094,"OH147","Seneca County, Ohio","1qfss","Jimtown loam, 0 to 3 percent slopes",17.9983981803611,TRUE,80,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,109,250,0,38.7999992370605,39.4000007629395,21.8,1.45,8.20000007748604,5.66000003814697,0,44.7813327789307,35.385333887736,19.8333333333333,0.833000000814597,19.3300001248717,"none",20,0,"outwash",NA,"terrace","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
125650,167977,167977,"111E",5068,0.056506863443159,0.056506863443159,0.0704421293026461,80.2174267055217,"111E",80.2174267055217,100,"Jimtown",245094,"OH077","Huron County, Ohio","5msm","Jimtown loam, 0 to 3 percent slopes",17.9998791941693,TRUE,80,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,109,250,0,38.7999992370605,39.4000007629395,21.8,1.45,8.20000007748604,5.66000003814697,0,44.7813327789307,35.385333887736,19.8333333333333,0.833000000814597,19.3300001248717,"none",20,0,"outwash",NA,"terrace","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
125650,1592621,1592621,"111E",22,0.000245294198056333,0.000245294198056333,0.000245294198056333,100,"111E",100,100,"Jimtown",245094,"OH005","Ashland County, Ohio","1qg7w","Jimtown loam, 0 to 3 percent slopes",17.8595814271407,TRUE,80,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",2,109,250,0,38.7999992370605,39.4000007629395,21.8,1.45,8.20000007748604,5.66000003814697,0,44.7813327789307,35.385333887736,19.8333333333333,0.833000000814597,19.3300001248717,"none",20,0,"outwash",NA,"terrace","no","no",50,"F139XY002OH","12-BEL Belmont, New York"
125656,1605802,1605802,"111E",52,0.00057978628631497,0.00057978628631497,0.00057978628631497,100,"111E",100,100,"Lobdell",245100,"OH093","Lorain County, Ohio","1qwz2","Lobdell silt loam, frequently flooded",17.8787383299608,TRUE,80,"inceptisols","fluvaquentic eutrochrepts","Fine-loamy, mixed, mesic Fluvaquentic Eutrochrepts","moderately well",1,250,250,0,22.8979996490479,54.4820003509521,22.62,1.325,10.4600000530481,6.19999980926514,0,31.1659998830159,45.804000116984,23.03,0.788666670719782,27.9100005030632,"flood",23,0,"alluvium",NA,"flood plain","no","no",100,"F139XY008OH","12-BEL Belmont, New York"
125656,167983,167983,"111E",27210,0.303384324050583,0.303384324050583,0.309537280485182,98.012208279095,"111E",98.012208279095,100,"Lobdell",245100,"OH077","Huron County, Ohio","5mst","Lobdell silt loam, frequently flooded",17.9370273306078,TRUE,80,"inceptisols","fluvaquentic eutrochrepts","Fine-loamy, mixed, mesic Fluvaquentic Eutrochrepts","moderately well",1,250,250,0,22.8979996490479,54.4820003509521,22.62,1.325,10.4600000530481,6.19999980926514,0,31.1659998830159,45.804000116984,23.03,0.788666670719782,27.9100005030632,"flood",23,0,"alluvium",NA,"flood plain","no","no",100,"F139XY008OH","12-BEL Belmont, New York"
125657,167984,167984,"111E",957,0.0106702976154505,0.0106702976154505,0.0110700991444398,96.3884557511833,"111E",96.3884557511833,100,"Lordstown",245101,"OH077","Huron County, Ohio","5msv","Lordstown loam, 2 to 6 percent slopes",18.1052937335486,TRUE,85,"inceptisols","typic dystrochrepts","Coarse-loamy, mixed, mesic Typic Dystrochrepts","well",4,250,61,0,50.2000007629395,36.7999992370605,13,1.45000000298023,7.49999992549419,5.40000009536743,0,51.065574395852,35.934425604148,13,1.26065574122257,8.92999987304211,"none",25,0,"till, unspecified & cryoturbate & residuum","NA & sandstone and siltstone","hill","no","no",250,"F139XY007OH","12-BEL Belmont, New York"
125661,167988,167988,"111E",646,0.00720272963383597,0.00720272963383597,0.00739601116771822,97.3866787177678,"111E",97.3866787177678,100,"Mitiwanga",245105,"OH077","Huron County, Ohio","5msz","Mitiwanga silt loam, 1 to 4 percent slopes",18.1027939070913,TRUE,90,"alfisols","aeric ochraqualfs","Fine-loamy, mixed, mesic Aeric Ochraqualfs","somewhat poorly",3,250,76,0,24.1999998092651,51.5499992370605,24.25,1.875,8.50000008940697,5.40000009536743,0,23.4473682955692,51.0197363401714,25.5328947368421,1.49013157894737,12.400000244379,"none",25,0,"till, unspecified & residuum","NA & sandstone, unspecified","till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
125669,167996,167996,"111E",1314,0.0146507534657283,0.0146507534657283,0.0214694307529583,68.2400648359506,"111E",68.2400648359506,100,"Prout",245113,"OH077","Huron County, Ohio","5mt7","Prout silt loam, 0 to 2 percent slopes",18.0510290721245,TRUE,90,"ultisols","aeric ochraquults","Fine-loamy, mixed, mesic Aeric Ochraquults","somewhat poorly",2,250,66,0,21.8719998550415,51.7280011749268,26.4,1.785,9.1900001168251,5.04599995613098,0,20.9575757402362,51.5272739872788,27.5151515151515,1.53409090909091,11.9100001454353,"none",23,0,"till, unspecified & residuum","NA & shale, unspecified","lake plain & till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
125669,1653924,1653924,"99",19,5.0306152654285e-05,5.0306152654285e-05,5.0306152654285e-05,100,"99",100,100,"Prout",245113,"OH043","Erie County, Ohio","1sj1d","Prout silt loam, 0 to 2 percent slopes",18.2672858991121,TRUE,90,"ultisols","aeric ochraquults","Fine-loamy, mixed, mesic Aeric Ochraquults","somewhat poorly",2,250,66,0,21.8719998550415,51.7280011749268,26.4,1.785,9.1900001168251,5.04599995613098,0,20.9575757402362,51.5272739872788,27.5151515151515,1.53409090909091,11.9100001454353,"none",23,0,"till, unspecified & residuum","NA & shale, unspecified","lake plain & till plain","no","no",50,"F139XY004OH","12-BEL Belmont, New York"
125670,167997,167997,"99",5076,0.013439685835429,0.013439685835429,0.0134678945978228,99.7905480905798,"99",99.7905480905798,100,"Saylesville",245114,"OH077","Huron County, Ohio","5mt8","Saylesville silt loam, 25 to 40 percent slopes",18.1785081685234,TRUE,90,"alfisols","typic hapludalfs","Fine, illitic, mesic Typic Hapludalfs","well",30,0,250,0,22.1860001754761,48.2440007019043,29.57,1.325,8.83999998867512,6.5,0,19.3953333918254,48.6580002339681,31.9466666666667,0.771666666666667,25.3899998962879,"none",23,0,"glaciolacustrine deposits",NA,"lake plain","no","no",250,"F139XY003OH","12-FIN Findlay, Ohio"
125672,1653925,1653925,"111B",2,6.26861386529626e-06,6.26861386529626e-06,6.26861386529626e-06,100,"111B",100,100,"Spinks",245116,"OH043","Erie County, Ohio","1sj1f","Spinks loamy fine sand, 2 to 6 percent slopes",18.1441965103149,TRUE,90,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","well",4,30,250,0,83.3199981689453,7.98000011444092,8.7,1.9,3.90000008046627,6.39999980926514,0,84.4399993896484,6.66000003814697,8.9,0.8,9.89999994635582,"none",30,0,"eolian deposits & outwash","sandstone","dune & dune & dune & beach ridge & beach ridge & beach ridge & moraine & outwash plain & lake plain","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
125672,167999,167999,"99",2589,0.00685487522220757,0.00685487522220757,0.0112355974550243,61.0103312231271,"99",61.0103312231271,100,"Spinks",245116,"OH077","Huron County, Ohio","5mtb","Spinks loamy fine sand, 2 to 6 percent slopes",18.1154497427495,TRUE,90,"alfisols","psammentic hapludalfs","Mixed, mesic Psammentic Hapludalfs","well",4,30,250,0,83.3199981689453,7.98000011444092,8.7,1.9,3.90000008046627,6.39999980926514,0,84.4399993896484,6.66000003814697,8.9,0.8,9.89999994635582,"none",30,0,"eolian deposits & outwash","sandstone","dune & dune & dune & beach ridge & beach ridge & beach ridge & moraine & outwash plain & lake plain","no","no",250,"F139XY003OH","12-BEL Belmont, New York"
128442,1593070,1593070,"124",23,6.34867391935495e-05,6.34867391935495e-05,6.34867391935495e-05,100,"124",100,100,"Hanover",249237,"OH083","Knox County, Ohio","1qgqc","Hanover silt loam, 2 to 6 percent slopes",17.5865898961606,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",4,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128442,170762,170762,"124",5024,0.0138677120742779,0.0138677120742779,0.0211356174098844,65.6129972706285,"124",65.6129972706285,100,"Hanover",249237,"OH139","Richland County, Ohio","5qpg","Hanover silt loam, 2 to 6 percent slopes",17.6291116684202,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",4,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128443,170763,170763,"124",5071,0.0139974458456735,0.0139974458456735,0.0232285379035545,60.2596939324859,"124",60.2596939324859,100,"Hanover",249238,"OH139","Richland County, Ohio","5qph","Hanover silt loam, 6 to 12 percent slopes",17.6166513264615,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",9,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128443,1593071,1593071,"124",195,0.000538257136640963,0.000538257136640963,0.000538257136640963,100,"124",100,100,"Hanover",249238,"OH083","Knox County, Ohio","1qgqd","Hanover silt loam, 6 to 12 percent slopes",17.5831732236422,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",9,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128444,170764,170764,"124",2508,0.00692281486510531,0.00692281486510531,0.00905351901727462,76.465458921511,"124",76.465458921511,100,"Hanover",249239,"OH139","Richland County, Ohio","5qpj","Hanover silt loam, 6 to 12 percent slopes, moderately eroded",17.623830984666,TRUE,100,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",9,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128444,1593072,1593072,"124",8,2.20823440673216e-05,2.20823440673216e-05,2.20823440673216e-05,100,"124",100,100,"Hanover",249239,"OH083","Knox County, Ohio","1qgqf","Hanover silt loam, 6 to 12 percent slopes, moderately eroded",17.5890228748322,TRUE,100,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",9,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128445,170765,170765,"124",102,0.00028154988685835,0.00028154988685835,0.000410861587127935,68.5266999104202,"124",68.5266999104202,100,"Hanover",249240,"OH139","Richland County, Ohio","5qpk","Hanover silt loam, 6 to 12 percent slopes, severely eroded",17.5826271135513,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",9,250,250,0,33.0499992370605,45.4500007629395,21.5,0.949999988079071,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.499333328406016,20.9899995774031,"none",0,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY005OH","12-BEL Belmont, New York"
128446,170766,170766,"124",3190,0.00880533469684447,0.00880533469684447,0.0122908727995656,71.6412482696567,"124",71.6412482696567,100,"Hanover",249241,"OH139","Richland County, Ohio","5qpl","Hanover silt loam, 12 to 18 percent slopes",17.6088675576547,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",15,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY004OH","12-BEL Belmont, New York"
128446,1593073,1593073,"124",149,0.000411283658253864,0.000411283658253864,0.000411283658253864,100,"124",100,100,"Hanover",249241,"OH083","Knox County, Ohio","1qgqg","Hanover silt loam, 12 to 18 percent slopes",17.5942754169439,TRUE,95,"ultisols","typic fragiudults","Fine-loamy, mixed, mesic Typic Fragiudults","well",15,250,250,0,33.0499992370605,45.4500007629395,21.5,1.32499998807907,8.74999985098839,5.34999990463257,0,36.9139999898275,39.9460000101725,23.14,0.624333328406016,20.9899995774031,"none",25,0,"till, unspecified",NA,"till plain","no","no",250,"F139XY004OH","12-BEL Belmont, New York"
