"Series","ES","dmuiid","MLRA","LRU","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
"Alfic Udarents",NA,570987,"111D",NA,1933463,"OH061","Hamilton County, Ohio",2652895,2501457,"2pyz5","Urban land-Alfic Udarents-Russell complex, 0 to 12 percent slopes",20.5055323118974,TRUE,30,"entisols","alfic udarents","Alfic Udarents","well",6,71,250,1.44,11.8240000915527,59.4160003662109,28.76,0,9.25999993085861,5.5880001449585,7.64,26.95866675059,44.7880003356934,28.2533333333333,0,22.309999756515,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",250,"6-OWN Owensboro, Kentucky","F111CY007IN"
"Alfic Udarents",NA,570990,"111D",NA,1933466,"OH061","Hamilton County, Ohio",2652898,2501464,"2pyzd","Urban land-Alfic Udarents-Wynn complex, 0 to 12 percent slopes",20.3103449161236,TRUE,30,"entisols","alfic udarents","Alfic Udarents","well",6,0,64,6.38,24.0859996795654,37.4340003204346,38.48,0.468000001907349,7.84000016748905,6.83800003051758,7.234375,21.4109372496605,37.3703127503395,41.21875,0.415625002700835,9.10000017285347,"none",0,0,"loess & till, unspecified & residuum","NA & limestone and shale","till plain","no","no",250,"6-OWN Owensboro, Kentucky","F111DY023IN"
"Alfic Udarents",NA,570991,"111D",NA,1933467,"OH061","Hamilton County, Ohio",2652899,2501467,"2pyzh","Urban land-Alfic Udarents-Xenia complex, 0 to 12 percent slopes",20.2296443338949,TRUE,30,"entisols","alfic udarents","Alfic Udarents","moderately well",6,94,250,1.12,9.55599988937378,59.4439995574951,31,0.586000020503998,9.35999990999699,5.72599991798401,7.57333333333333,23.4173339780172,48.3826663970947,28.2,0.435333340167999,23.5599998384714,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",100,"6-OWN Owensboro, Kentucky","F111CY007IN"
"Alfic Udarents",NA,584178,"111D",NA,1938571,"OH061","Hamilton County, Ohio",2652885,2509136,"2q6yw","Urban land-Alfic Udarents-Miamian complex, 0 to 12 percent slopes",20.3794025168486,TRUE,30,"entisols","alfic udarents","Alfic Udarents","well",6,0,250,13,28.5,32.5,39,0.649999976158142,7.50000029802322,6.19999980926514,11.08,35.3480004882813,35.5719995117188,29.08,0.425999999046326,15.7800001502037,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",250,"6-OWN Owensboro, Kentucky","F111CY007IN"
"Alfic Udarents",NA,608527,"111D",NA,2496375,"OH061","Hamilton County, Ohio",2652837,2530534,"2qy74","Alfic Udarents-Urban land complex, loamy substratum over till, 0 to 12 percent slopes",20.5283199620534,TRUE,65,"entisols","alfic udarents","Alfic Udarents","moderately well",6,91,250,0,11.8240000915527,59.4160003662109,28.76,0,10.9999999403954,5.5880001449585,0.786666666666667,25.7053334681193,46.0413338724772,28.2533333333333,0,25.9199999794364,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",100,"6-OWN Correlated MLRA Data","F111CY007IN"
"Alford","F111DY016IN",749653,"111D",NA,2568970,"IN121","Parke County, Indiana",159784,2652236,"2w0w0","Ragsdale silt loam, 0 to 2 percent slopes",19.4658004351343,FALSE,2,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",6,250,250,0,9.8,67.6,22.6,1,9.6000000834465,5,0,9.26666666666667,66.5333333333333,24.2,0.666666666666667,27.6000007987022,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",118584,"111D",NA,236903,"IN121","Parke County, Indiana",159717,159717,"5c65","Alford soils, 5 to 8 percent slopes, severely eroded",19.7395173371848,TRUE,100,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",7,250,250,0,3.6,69.1,27.3,0.75,9.9499998986721,5.48000016212463,0,4.01333333333333,74.1733333333333,21.8133333333333,0.546666666666667,30.1699994057417,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",749653,"111D",NA,2568970,"IN023","Clinton County, Indiana",162352,2652236,"2w0w0","Ragsdale silt loam, 0 to 2 percent slopes",19.4658004351343,FALSE,2,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",6,250,250,0,9.8,67.6,22.6,1,9.6000000834465,5,0,9.26666666666667,66.5333333333333,24.2,0.666666666666667,27.6000007987022,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",121938,"111D",NA,241671,"IN107","Montgomery County, Indiana",162995,162995,"5glx","Alford silt loam, 0 to 2 percent slopes",19.0812887590734,TRUE,100,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",1,250,250,0,3,74.6,22.4,1.35259997367859,10.2299999296665,5.57600014686584,0,3.13333333333333,72.2666666666667,24.6,0.91753332455953,30.3300001323223,"none",23,0,"loess","siltstone","outwash terrace","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",118582,"111D",NA,236901,"IN121","Parke County, Indiana",159715,159715,"5c63","Alford silt loam, 2 to 5 percent slopes, moderately eroded",19.7185459562519,TRUE,100,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",4,250,250,0,3,76,21,1.53599996566772,10.700000077486,5.6600001335144,0,3.61333333333333,75.3733333333333,21.0133333333333,0.858666655222575,30.6199996471405,"none",30,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",749669,"111D",NA,2568964,"IN121","Parke County, Indiana",159790,2652245,"2w0w9","Russell loam, 2 to 6 percent slopes",19.8370258442309,FALSE,5,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",6,250,250,0,9.8,67.6,22.6,1,9.6000000834465,5,0,9.26666666666667,66.5333333333333,24.2,0.666666666666667,27.6000007987022,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",749653,"111D",NA,2568970,"IN167","Vigo County, Indiana",159691,2652236,"2w0w0","Ragsdale silt loam, 0 to 2 percent slopes",19.4658004351343,FALSE,2,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",6,250,250,0,9.8,67.6,22.6,1,9.6000000834465,5,0,9.26666666666667,66.5333333333333,24.2,0.666666666666667,27.6000007987022,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Alford","F111DY016IN",749653,"111D",NA,2568970,"IN133","Putnam County, Indiana",159852,2652236,"2w0w0","Ragsdale silt loam, 0 to 2 percent slopes",19.4658004351343,FALSE,2,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",6,250,250,0,9.8,67.6,22.6,1,9.6000000834465,5,0,9.26666666666667,66.5333333333333,24.2,0.666666666666667,27.6000007987022,"none",0,0,"loess","siltstone","loess hill","no","no",250,"12-IND Indianapolis, Indiana","Not"
"Algiers","F111DY003IN",749602,"111D",NA,2504152,"OH017","Butler County, Ohio",169783,2652199,"2w0tt","Patton silty clay loam, 0 to 2 percent slopes",20.0107075178073,FALSE,4,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",129020,"111D",NA,1369977,"OH165","Warren County, Ohio",171337,171337,"5r90","Eel loam",19.6405070132415,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain",NA,"no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Algiers","F111DY003IN",129031,"111D",NA,250311,"OH165","Warren County, Ohio",171348,171348,"5r9c","Genesee loam",19.66095408544,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"slough",NA,"no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Algiers","F111DY003IN",749602,"111D",NA,2504152,"OH061","Hamilton County, Ohio",169427,2652199,"2w0tt","Patton silty clay loam, 0 to 2 percent slopes",20.0107075178073,FALSE,4,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",749602,"111D",NA,2504152,"OH165","Warren County, Ohio",171380,2652199,"2w0tt","Patton silty clay loam, 0 to 2 percent slopes",20.0107075178073,FALSE,4,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",129062,"111D",NA,1370069,"OH165","Warren County, Ohio",171379,171379,"5rbc","Patton silt loam, silted",19.8857661296446,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Algiers","F111DY003IN",126985,"111D",NA,1197705,"OH057","Greene County, Ohio",169350,169350,"5p6x","Sloan silty clay loam",19.4101068259837,FALSE,4,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Algiers","F111DY003IN",126914,"111D",NA,246758,"OH057","Greene County, Ohio",169279,169279,"5p4m","Algiers silt loam",19.3615842212108,TRUE,90,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,41,250,0,25.1479993057251,52.5740006256104,22.2780000686646,2.595,9.82000018656254,6.75399984359741,0,26.2039994430542,50.0820003509521,23.7140002059937,1.28100000222524,27.5400007516146,"flood",41,0,"alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",127857,"111D",NA,248368,"OH113","Montgomery County, Ohio",170224,170224,"5q43","Algiers silt loam",19.4493945118054,TRUE,90,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,51,250,0,26.2999992370605,52.7000007629395,21,3,9.00000035762787,6.69999980926514,0,22.0759994888306,52.6339992523193,25.29,1.41600001573563,27.0000010728836,"flood",51,0,"alluvium",NA,"flood plain & alluvial fan","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",128997,"111D",NA,250247,"OH165","Warren County, Ohio",171314,171314,"5r88","Algiers silt loam",19.6979495488666,TRUE,95,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,61,250,0,26.2999992370605,52.7000007629395,21,3,10.4999996721745,7,0,21.3753330230713,53.768000310262,24.8566666666667,1.665,30.6099998652935,"flood",61,0,"alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","F111DY003IN"
"Algiers","F111DY003IN",129084,"111D",NA,1371575,"OH165","Warren County, Ohio",171401,171401,"5rc2","Sloan silty clay loam",19.6003606063428,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",118585,"111D",NA,236905,"IN121","Parke County, Indiana",159718,159718,"5c66","Allison silty clay loam",20.1074358459412,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"drainageway","yes","no",25,"12-IND Indianapolis, Indiana",NA
"Allison","F111DY004IN",152975,"111D",NA,280591,"IN045","Fountain County, Indiana",242541,242541,"84cx","Allison silt loam, 0 to 2 percent slopes, frequently flooded, long duration",19.7574374680115,TRUE,97,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","moderately well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",100,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",122767,"111D",NA,242609,"IN157","Tippecanoe County, Indiana",163834,163834,"5hgz","Allison silt loam, frequently flooded",19.5585434491021,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",118585,"111D",NA,236904,"IN121","Parke County, Indiana",159718,159718,"5c66","Allison silty clay loam",20.1074358459412,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",1,18,250,0,10,57,33,3,10.5400001704693,7,0,15.4,54.84,29.76,2.055,28.9200008064508,"flood",69,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",122766,"111D",NA,242607,"IN157","Tippecanoe County, Indiana",163833,163833,"5hgy","Allison silt loam, protected",19.3570810617343,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",118585,"111D",NA,236905,"IN121","Parke County, Indiana",159718,159718,"5c66","Allison silty clay loam",20.1074358459412,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"drainageway","yes","no",25,"12-IND Indianapolis, Indiana",NA
"Allison","F111DY004IN",152975,"111D",NA,280591,"IN045","Fountain County, Indiana",242541,242541,"84cx","Allison silt loam, 0 to 2 percent slopes, frequently flooded, long duration",19.7574374680115,TRUE,97,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","moderately well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",100,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",122767,"111D",NA,242609,"IN157","Tippecanoe County, Indiana",163834,163834,"5hgz","Allison silt loam, frequently flooded",19.5585434491021,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",118585,"111D",NA,236904,"IN121","Parke County, Indiana",159718,159718,"5c66","Allison silty clay loam",20.1074358459412,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",1,18,250,0,10,57,33,3,10.5400001704693,7,0,15.4,54.84,29.76,2.055,28.9200008064508,"flood",69,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Allison","F111DY004IN",122766,"111D",NA,242607,"IN157","Tippecanoe County, Indiana",163833,163833,"5hgy","Allison silt loam, protected",19.3570810617343,TRUE,90,"mollisols","cumulic hapludolls","Fine-silty, mixed, superactive, mesic Cumulic Hapludolls","well",0.5,0,250,0,25.64,50.56,23.8,2.54400004386902,11.3800002038479,7.30000019073486,0,15.2133333333333,54.8533333333333,29.9333333333333,1.34800001462301,30.9800005853176,"flood",46,0,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","F111DY004IN"
"Alvin","R111DY027IN",122768,"111D",NA,242611,"IN157","Tippecanoe County, Indiana",163841,163841,"5hh6","Alvin-Spinks complex, 2 to 6 percent slopes, eroded",19.4131966620988,TRUE,60,"alfisols","typic hapludalfs","Coarse-loamy, mixed, superactive, mesic Typic Hapludalfs","well",4,97,250,0,62,25.5,12.5,0.75,8.50000008940697,5.60000014305115,0,65.8866666666667,22.78,11.3333333333333,0.573333333333333,20.9800002127886,"none",0,0,"outwash",NA,"outwash plain","no","no",250,"12-IND Indianapolis, Indiana","R111CY010IN"
"Angatoka","F111DY018IN",153337,"111D",NA,280974,"IN045","Fountain County, Indiana",242382,242382,"846s","Angatoka silt loam, 6 to 12 percent slopes, eroded",19.405835531405,TRUE,98,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",8.10000038146973,178,250,0,6.7,73.7,19.6,1.175,10.5000000447035,5.45000004768372,0,7.56666666666667,67.9,24.5333333333333,0.891666666666667,29.4999998062849,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","F111CY007IN"
"Angatoka","F111DY018IN",153334,"111D",NA,280965,"IN045","Fountain County, Indiana",242380,242380,"846q","Angatoka silt loam, 0 to 2 percent slopes",19.3275909968209,TRUE,100,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",1,178,250,0,7.2,71,21.8,1.25,10.3000000119209,5.36000003814697,0,7.73333333333333,67,25.2666666666667,0.916666666666667,29.2999997735023,"none",20,0,"loess & till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","R111CY006IN"
"Angatoka","F111DY018IN",153333,"111D",NA,280964,"IN045","Fountain County, Indiana",242379,242379,"846p","Angatoka silt loam, outwash substratum, 0 to 2 percent slopes",19.1470769681036,TRUE,100,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",1,198,250,0,7.08,71.9,21.02,1.325,10.4200000315905,5.41400004386902,0,7.69333333333333,67.3,25.0066666666667,0.941666666666667,29.4199997931719,"none",23,0,"loess & outwash",NA,"stream terrace","no","no",250,"12-IND Indianapolis, Indiana","R111CY010IN"
"Angatoka","F111DY018IN",153335,"111D",NA,280968,"IN045","Fountain County, Indiana",242381,242381,"846r","Angatoka silt loam, 2 to 6 percent slopes, eroded",19.3806776513805,TRUE,95,"alfisols","ultic hapludalfs","Fine-silty, mixed, superactive, mesic Ultic Hapludalfs","well",4.09999990463257,178,250,0,7.28,70.4,22.32,1.11,10.2199999988079,5.32400003433228,0,7.76,66.8,25.44,0.87,29.2199997603893,"none",0,0,"loess & till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","F111CY007IN"
"areas formed from bedrock",NA,129016,"111D",NA,1369957,"OH165","Warren County, Ohio",171333,171333,"5r8w","Eden complex, 6 to 12 percent slopes, moderately eroded",19.4532840424164,FALSE,8,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"State Office OH - Region 6",NA
"areas formed from till",NA,129016,"111D",NA,1369956,"OH165","Warren County, Ohio",171333,171333,"5r8w","Eden complex, 6 to 12 percent slopes, moderately eroded",19.4532840424164,FALSE,8,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,NA,"no",250,"State Office OH - Region 6",NA
"areas shallow to coarse material",NA,129084,"111D",NA,1370112,"OH165","Warren County, Ohio",171401,171401,"5rc2","Sloan silty clay loam",19.6003606063428,FALSE,NA,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"flood plain","yes","no",25,"12-IND Indianapolis, Indiana",NA
