"lmapunitiid","muiid","MLRARSYM","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","dmuiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site"
276571,2669336,"144B",0.138177058931916,0.206014730740457,0.327890449973819,62.8303540883568,"144B",62.8303540883568,100,"Marlow",2455664,774730,"2wlnm","Berkshire-Marlow association, 15 to 45 percent slopes, extremely stony",15.2884041614903,TRUE,30,"spodosols","oxyaquic haplorthods","Coarse-loamy, isotic, frigid Oxyaquic Haplorthods","well",30,250,250,6,51.3,34.34,4.36,14.38,8.87999999523163,4.93799991607666,10.68,55.1,36.34,5.22666666666667,5.24,16.2599999532104,"none",48,0,"till, lodgment & till, lodgment & till, lodgment","phyllite & granite & schist, mica","hill & mountain","no","no",250,"F144BY501ME"
276571,2669336,"144B",0.138177058931916,0.206014730740457,0.327890449973819,62.8303540883568,"144B",62.8303540883568,100,"Berkshire",2455666,774730,"2wlnm","Berkshire-Marlow association, 15 to 45 percent slopes, extremely stony",15.2884041614903,TRUE,55,"spodosols","typic haplorthods","Coarse-loamy, isotic, frigid Typic Haplorthods","well",30,250,250,5,55.8,32.4,1.8,11.9520000338554,9.45000007748604,5.0540000629425,7.2,59.9333333333333,34.8,1.93333333333333,4.37066667973995,25.000000461936,"none",33,0,"till, supraglacial meltout & till, supraglacial meltout & till, supraglacial meltout","schist, mica & granite and gneiss & phyllite","mountain & hill","no","yes",250,"F144BY501ME"
276572,276572,"144B",0.0127251885099694,0.0127251885099694,0.012760392727169,99.7241133721165,"144B",99.7241133721165,100,"Brayton",292058,156619,"98sp","Brayton silt loam, 0 to 8 percent slopes, very stony",15.3163094520569,TRUE,55,"inceptisols","aeric haplaquepts","Coarse-loamy, mixed, nonacid, frigid Aeric Haplaquepts","poorly",4,250,250,0,37.1940007019043,55.8059992980957,7,3.255,9.25000014156103,5.46600015640259,0,39.0646669006348,53.9353330993652,7,1.25166666666667,13.2500000521541,"none",23,0,"eolian deposits & till, lodgment","NA & phyllite","depression","yes","no",25,"F144BY305ME"
276573,276573,"144B",0.0548058706288875,0.0548058706288875,0.0753990593751428,72.6877378618275,"144B",72.6877378618275,100,"Cwater",292063,156620,"98sq","Cwater",15.4355195774752,TRUE,100,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA
276575,276575,"144B",0.0272763241125344,0.0272763241125344,0.0370615777077979,73.5973096655174,"144B",73.5973096655174,100,"Copake",292068,156622,"98ss","Copake fine sandy loam, 3 to 8 percent slopes",15.8678860780669,TRUE,90,"inceptisols","dystric eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Eutrochrepts","well",6,250,250,0,61.5399993896484,27.4600006103516,11,1.9,7.80000030994415,6.1399998664856,0,61.1666662042791,27.8333337957209,11,1.8030303030303,23.1818191029809,"none",10,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","ridge","no","no",250,"F144BY505ME"
276576,276576,"144B",0.0142872351455734,0.0142872351455734,0.0170908130754536,83.5959944240052,"144B",83.5959944240052,100,"Copake",292072,156623,"98st","Copake fine sandy loam, 8 to 15 percent slopes",15.430098028744,TRUE,90,"inceptisols","dystric eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Eutrochrepts","well",12,250,250,0,61.5399993896484,27.4600006103516,11,1.9,7.80000030994415,6.1399998664856,0,61.1666662042791,27.8333337957209,11,1.8030303030303,23.1818191029809,"none",10,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","ridge","no","no",250,"F144BY505ME"
276577,276577,"144B",0.0046876653429796,0.0046876653429796,0.00685254705206412,68.4076345242691,"144B",68.4076345242691,100,"Copake",292075,156624,"98sv","Copake fine sandy loam, 15 to 25 percent slopes",15.5670365227593,TRUE,85,"inceptisols","dystric eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Eutrochrepts","well",20,250,250,0,61.5399993896484,27.4600006103516,11,1.9,7.80000030994415,6.1399998664856,0,61.1666662042791,27.8333337957209,11,1.8030303030303,23.1818191029809,"none",10,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","ridge","no","no",250,"F144BY505ME"
276578,276578,"144B",0.026106314571999,0.026106314571999,0.029687086378595,87.938284812019,"144B",87.938284812019,100,"Copake",292078,156625,"98sw","Copake-Urban land complex, 0 to 15 percent slopes",15.6314721425374,TRUE,55,"inceptisols","dystric eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Eutrochrepts","well",8,250,250,0,61.5399993896484,27.4600006103516,11,1.9,7.80000030994415,6.1399998664856,0,61.1666662042791,27.8333337957209,11,1.8030303030303,23.1818191029809,"none",10,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",250,"F144BY505ME"
276578,276578,"144B",0.026106314571999,0.026106314571999,0.029687086378595,87.938284812019,"144B",87.938284812019,100,"Urban land",292079,156625,"98sw","Copake-Urban land complex, 0 to 15 percent slopes",15.6314721425374,TRUE,25,NA,NA,NA,NA,8,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"unranked","no",250,NA
276580,276580,"144B",0.0458180007294941,0.0458180007294941,0.070045650590319,65.4116284785091,"144B",65.4116284785091,100,"Farmington",292089,156627,"98sy","Farmington loam, 3 to 15 percent slopes, rocky",15.7859299010125,TRUE,70,"inceptisols","lithic eutrochrepts","Loamy, mixed, mesic Lithic Eutrochrepts","well",9,0,43,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,6.43255794880002,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,"none",23,0,"till, basal","limestone, unspecified","ridge","no","no",250,"F144BY705ME"
276581,276581,"144B",0.0176508218950918,0.0176508218950918,0.029122617959527,60.6086373128333,"144B",60.6086373128333,100,"Rock outcrop",292096,156628,"98sz","Farmington-Rock outcrop complex, 3 to 15 percent slopes",15.8615952900478,TRUE,25,NA,NA,NA,NA,9,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,"limestone, unspecified",NA,"unranked","no",250,"F144BY801ME"
276581,276581,"144B",0.0176508218950918,0.0176508218950918,0.029122617959527,60.6086373128333,"144B",60.6086373128333,100,"Farmington",292095,156628,"98sz","Farmington-Rock outcrop complex, 3 to 15 percent slopes",15.8615952900478,TRUE,60,"inceptisols","lithic eutrochrepts","Loamy, mixed, mesic Lithic Eutrochrepts","well",9,0,43,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,6.43255794880002,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,"none",23,0,"till, basal","limestone, unspecified","ridge","no","no",250,"F144BY705ME"
276582,276582,"144B",0.0610281247564546,0.0610281247564546,0.0952304109522396,64.0847016685266,"144B",64.0847016685266,100,"Rock outcrop",292102,156629,"98t0","Farmington-Rock outcrop complex, 15 to 35 percent slopes",15.7893955000154,TRUE,35,NA,NA,NA,NA,20,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,"limestone, unspecified","ridge","unranked","no",250,"F144BY801ME"
276582,276582,"144B",0.0610281247564546,0.0610281247564546,0.0952304109522396,64.0847016685266,"144B",64.0847016685266,100,"Farmington",292101,156629,"98t0","Farmington-Rock outcrop complex, 15 to 35 percent slopes",15.7893955000154,TRUE,60,"inceptisols","lithic eutrochrepts","Loamy, mixed, mesic Lithic Eutrochrepts","well",20,0,43,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,6.43255794880002,0,39.2790697674419,42.2209302325581,18.5,2.83720930232558,6.05000004172325,"none",23,0,"till, basal","limestone, unspecified","ridge","no","no",250,"F144BY705ME"
276583,276583,"144B",0.0220562815470687,0.0220562815470687,0.038688013485635,57.0106334233425,"144B",57.0106334233425,100,"Fredon",292106,156630,"98t1","Fredon fine sandy loam, 0 to 3 percent slopes",15.9207175837623,TRUE,85,"inceptisols","aeric haplaquepts","Coarse-loamy over sandy or sandy-skeletal, mixed, nonacid, mesic Aeric Haplaquepts","poorly",2,250,250,0,61.0399993896484,25.4600006103516,13.5,2.05,7.59999990463257,6.5,0,59.57575711337,26.92424288663,13.5,1.73484848484848,23.0909087441184,"none",20,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & slate","depression","yes","no",25,"F144BY303ME"
276584,276584,"144B",0.0614460942663721,0.0614460942663721,0.0615596964305113,99.8154601618812,"144B",99.8154601618812,100,"Lanesboro",292110,156631,"98t2","Fullam-Lanesboro association, rolling, very stony",15.2024478912354,TRUE,20,"inceptisols","typic dystrochrepts","Coarse-loamy, mixed, frigid Typic Dystrochrepts","well",9,250,250,0,35.010001373291,57.789998626709,7.2,4,8.50000008940697,5.30000019073486,0,41.3633348083496,50.0499985249837,8.58666666666667,2.22666666666667,21.6999999284744,"none",74,0,"eolian deposits & till, lodgment","NA & slate",NA,"no","no",250,"F144BY501ME"
276584,276584,"144B",0.0614460942663721,0.0614460942663721,0.0615596964305113,99.8154601618812,"144B",99.8154601618812,100,"Fullam",292109,156631,"98t2","Fullam-Lanesboro association, rolling, very stony",15.2024478912354,TRUE,60,"inceptisols","aquic dystrochrepts","Coarse-loamy, mixed, frigid Aquic Dystrochrepts","moderately well",9,250,250,0,36.2999992370605,57.7000007629395,6,4.28,7.99999982118607,5.30000019073486,0,36.2999992370605,57.7000007629395,6,1.79,18.0599999651313,"none",51,0,"eolian deposits & till, lodgment","NA & slate",NA,"no","no",100,"F144BY501ME"
276586,276586,"144B",0.00346274010041123,0.00346274010041123,0.00493739984770666,70.1328676473227,"144B",70.1328676473227,100,"Groton",292120,156633,"98t4","Groton gravelly sandy loam, 3 to 8 percent slopes",15.9638334274292,TRUE,90,"inceptisols","typic eutrochrepts","Sandy-skeletal, mixed, mesic Typic Eutrochrepts","excessively",6,250,250,0,71.8699995422363,23.9500004577637,4.18,1.46400000035763,4.20999993383884,6.54799995422363,0,83.9566665140788,12.3166668192546,3.72666666666667,0.554666667779287,10.2099997997284,"none",15,0,"eolian deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",250,"F144BY601ME"
276587,276587,"144B",0.00276103946332349,0.00276103946332349,0.00334658709388601,82.5031408376528,"144B",82.5031408376528,100,"Groton",292122,156634,"98t5","Groton gravelly sandy loam, 8 to 15 percent slopes",15.5719045911516,TRUE,90,"inceptisols","typic eutrochrepts","Sandy-skeletal, mixed, mesic Typic Eutrochrepts","excessively",12,250,250,0,71.8699995422363,23.9500004577637,4.18,1.46400000035763,4.20999993383884,6.54799995422363,0,83.9566665140788,12.3166668192546,3.72666666666667,0.554666667779287,10.2099997997284,"none",15,0,"eolian deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",250,"F144BY601ME"
276588,276588,"144B",0.00328884037730687,0.00328884037730687,0.00384482257558877,85.5394576121172,"144B",85.5394576121172,100,"Groton",292125,156635,"98t6","Groton gravelly sandy loam, 15 to 25 percent slopes",15.7706251144409,TRUE,95,"inceptisols","typic eutrochrepts","Sandy-skeletal, mixed, mesic Typic Eutrochrepts","excessively",20,250,250,0,71.8699995422363,23.9500004577637,4.18,1.46400000035763,4.20999993383884,6.54799995422363,0,83.9566665140788,12.3166668192546,3.72666666666667,0.554666667779287,10.2099997997284,"none",15,0,"eolian deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",250,"F144BY601ME"
276589,2587594,"144B",0.0140004531460679,0.0140004531460679,0.0157712491750343,88.7719989119856,"144B",88.7719989119856,100,"Hinckley",2477798,762453,"2svls","Groton and Hinckley soils, 25 to 35 percent slopes",15.2767159518074,TRUE,40,"entisols","typic udorthents","Sandy-skeletal, mixed, mesic Typic Udorthents","excessively",30,250,250,22.26,77.12,15.18,1.7,7.74520000323653,4.80999997630715,4.69199992179871,44.0866666666667,89.04,7.72666666666667,1.23333333333333,2.63506666655342,7.80999990925193,"none",20,0,"glaciofluvial deposits & glaciofluvial deposits & glaciofluvial deposits","gneiss & granite & schist, unspecified","kame terrace & outwash plain & outwash terrace & kame & esker & outwash delta & moraine","no","no",250,"F144BY601ME"
276589,2587594,"144B",0.0140004531460679,0.0140004531460679,0.0157712491750343,88.7719989119856,"144B",88.7719989119856,100,"Groton",2576933,762453,"2svls","Groton and Hinckley soils, 25 to 35 percent slopes",15.2767159518074,TRUE,50,"inceptisols","typic eutrudepts","Sandy-skeletal, mixed, mesic Typic Eutrudepts","excessively",30,76,250,40,61.2,33.92,4.88,1.41400000095367,3.7800000756979,6.51599998474121,56.3333333333333,74.1133333333333,23.16,2.72666666666667,0.562666668891907,6.30000001937151,"none",20,0,"glaciofluvial deposits & glaciofluvial deposits","limestone and dolomite & schist, unspecified","outwash terrace & esker & kame","no","no",250,"F144BY601ME"
276592,276592,"144B",0.0184425232660668,0.0184425232660668,0.0299974256139766,61.4803533589695,"144B",61.4803533589695,100,"Hero",292138,156639,"98tb","Hero loam, 0 to 3 percent slopes",15.6357258212182,TRUE,90,"inceptisols","aquic eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Aquic Eutrochrepts","moderately well",2,250,250,0,51.6399993896484,39.3600006103516,9,3.8,8.50000023841858,6.61999988555908,0,52.9259255491657,38.0740744508343,9,3.87654320987654,24.3518526355425,"none",81,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",100,"F144BY505ME"
276593,276593,"144B",0.0118495881497773,0.0118495881497773,0.015523938094961,76.3310706168274,"144B",76.3310706168274,100,"Hero",292141,156640,"98tc","Hero loam, 3 to 8 percent slopes",15.539083480835,TRUE,85,"inceptisols","aquic eutrochrepts","Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Aquic Eutrochrepts","moderately well",6,250,250,0,51.6399993896484,39.3600006103516,9,3.8,8.50000023841858,6.61999988555908,0,52.9259255491657,38.0740744508343,9,3.87654320987654,24.3518526355425,"none",81,0,"eolian deposits & glaciofluvial deposits & glaciofluvial deposits","NA & limestone, unspecified","terrace","no","no",100,"F144BY505ME"
276594,276594,"144B",0.00105712726413435,0.00105712726413435,0.00170628248778726,61.954997000834,"144B",61.954997000834,100,"Hero variant",292144,156641,"98td","Hero variant gravelly loam, 0 to 3 percent slopes",15.2808332443237,TRUE,90,"inceptisols","aquic eutrochrepts","Coarse-loamy, mixed, mesic Aquic Eutrochrepts","moderately well",2,250,250,0,58.8640019989014,33.6359980010986,7.5,3.77,7.50000029802322,6.60799989700317,2.50666666666667,76.2666674550374,14.6666658782959,9.06666666666667,1.57333333333333,25.3200010061264,"none",56,0,"glaciofluvial deposits & glaciofluvial deposits & glaciolacustrine deposits","limestone, unspecified & NA","terrace","no","no",100,"F144BY501ME"
276595,276595,"144B",0.00090610908354373,0.00090610908354373,0.00195525340781468,46.3422838145803,"144B",47.5874798044264,97.3833537834666,"Hero variant",292148,156642,"98tf","Hero variant gravelly loam, 3 to 8 percent slopes",15.9091653823853,TRUE,85,"inceptisols","aquic eutrochrepts","Coarse-loamy, mixed, mesic Aquic Eutrochrepts","moderately well",6,250,250,0,58.8640019989014,33.6359980010986,7.5,3.77,7.50000029802322,6.60799989700317,2.50666666666667,76.2666674550374,14.6666658782959,9.06666666666667,1.57333333333333,25.3200010061264,"none",56,0,"glaciofluvial deposits & glaciofluvial deposits & glaciolacustrine deposits","limestone, unspecified & NA","terrace","no","no",100,"F144BY501ME"
276600,276600,"144B",0.00706582032824,0.00706582032824,0.0138188378631848,51.1317984782516,"144B",51.1317984782516,100,"Hoosic",292162,156647,"98tl","Hoosic gravelly fine sandy loam, 0 to 3 percent slopes",16.1426514712247,TRUE,80,"inceptisols","typic dystrochrepts","Sandy-skeletal, mixed, mesic Typic Dystrochrepts","somewhat excessively",2,250,250,0,69.1240013122559,25.7959986877441,5.08,1.80400000020862,3.74999997206032,5.04200002670288,0,84.3746671040853,12.2653328959147,3.36,0.66800000106295,6.7499999050051,"none",10,0,"eolian deposits & glaciofluvial deposits","NA & sandstone and shale","terrace","no","no",250,"F144BY601ME"
276601,276601,"144B",0.0172526830553528,0.0172526830553528,0.0210196171123298,82.0789596839642,"144B",82.0789596839642,100,"Hoosic",292165,156648,"98tm","Hoosic gravelly fine sandy loam, 3 to 8 percent slopes",15.3752430677414,TRUE,90,"inceptisols","typic dystrochrepts","Sandy-skeletal, mixed, mesic Typic Dystrochrepts","somewhat excessively",6,250,250,0,69.1240013122559,25.7959986877441,5.08,1.80400000020862,3.74999997206032,5.04200002670288,0,84.3746671040853,12.2653328959147,3.36,0.66800000106295,6.7499999050051,"none",10,0,"eolian deposits & glaciofluvial deposits","NA & sandstone and shale","terrace","no","no",250,"F144BY601ME"
276602,276602,"144B",0.00760429929539646,0.00760429929539646,0.00829492832500497,91.6740808051757,"144B",91.6740808051757,100,"Hoosic",292167,156649,"98tn","Hoosic gravelly fine sandy loam, 8 to 15 percent slopes",15.4136357740922,TRUE,90,"inceptisols","typic dystrochrepts","Sandy-skeletal, mixed, mesic Typic Dystrochrepts","somewhat excessively",12,250,250,0,65.4000015258789,29.0999984741211,5.5,2.25,4.1499999910593,5,0,81.7146672566732,14.6253327433268,3.66,0.891333334247271,7.54999991506338,"none",15,0,"eolian deposits & glaciofluvial deposits","NA & sandstone and shale","terrace","no","no",250,"F144BY601ME"
276603,276603,"144B",0.00435359482227914,0.00435359482227914,0.00449424512073727,96.8704355307826,"144B",96.8704355307826,100,"Hoosic",292169,156650,"98tp","Hoosic gravelly fine sandy loam, 15 to 25 percent slopes",15.4848809923444,TRUE,90,"inceptisols","typic dystrochrepts","Sandy-skeletal, mixed, mesic Typic Dystrochrepts","somewhat excessively",20,250,250,0,65.4000015258789,29.0999984741211,5.5,2.25,4.1499999910593,5,0,81.7146672566732,14.6253327433268,3.66,0.891333334247271,7.54999991506338,"none",15,0,"eolian deposits & glaciofluvial deposits","NA & sandstone and shale","terrace","no","no",250,"F144BY601ME"
276604,276604,"144B",0.0130195976903127,0.0130195976903127,0.0184288071375397,70.6480760970775,"144B",70.6480760970775,100,"Kendaia",292171,156651,"98tq","Kendaia silt loam, 0 to 3 percent slopes",15.7674996058146,TRUE,90,"inceptisols","aeric haplaquepts","Fine-loamy, mixed, nonacid, mesic Aeric Haplaquepts","poorly",2,250,250,0,24.2799999237061,54.8199996948242,20.9,2.9,7.39999994635582,6.8,0,24.4826666005452,53.550666402181,21.9666666666667,1.16,18.0400000810623,"none",20,0,"eolian deposits & till, lodgment","NA & phyllite","depression","yes","no",25,"F144BY305ME"
276605,276605,"144B",0.0255235979559827,0.0255235979559827,0.0321730958126615,79.332116823952,"144B",79.332116823952,100,"Kendaia",292174,156652,"98tr","Kendaia silt loam, 3 to 8 percent slopes",15.6070936482127,TRUE,90,"inceptisols","aeric haplaquepts","Fine-loamy, mixed, nonacid, mesic Aeric Haplaquepts","poorly",6,250,250,0,24.2799999237061,54.8199996948242,20.9,2.9,7.39999994635582,6.8,0,24.4826666005452,53.550666402181,21.9666666666667,1.16,18.0400000810623,"none",20,0,"eolian deposits & till, lodgment","NA & phyllite","depression","yes","no",25,"F144BY305ME"
276606,276606,"144B",0.00696209066884442,0.00696209066884442,0.00872833359219277,79.7642596414028,"144B",79.7642596414028,100,"Kendaia",292177,156653,"98ts","Kendaia silt loam, 0 to 3 percent slopes, extremely stony",15.6630557378133,TRUE,85,"inceptisols","aeric haplaquepts","Fine-loamy, mixed, nonacid, mesic Aeric Haplaquepts","poorly",2,250,250,0,24.2799999237061,54.8199996948242,20.9,3.8,6.79999992251396,6.8,0,24.4826666005452,53.550666402181,21.9666666666667,2.04,19.1199997067451,"none",20,0,"eolian deposits & till, lodgment","NA & phyllite","depression","yes","no",25,"F144BY305ME"
276607,276607,"144B",0.0229837467369586,0.0229837467369586,0.0264641006722749,86.8487730665169,"144B",86.8487730665169,100,"Kendaia",292180,156654,"98tt","Kendaia silt loam, 3 to 8 percent slopes, extremely stony",15.5242333984375,TRUE,90,"inceptisols","aeric haplaquepts","Fine-loamy, mixed, nonacid, mesic Aeric Haplaquepts","poorly",6,250,250,0,24.2799999237061,54.8199996948242,20.9,3.8,6.79999992251396,6.8,0,24.4826666005452,53.550666402181,21.9666666666667,2.04,19.1199997067451,"none",20,0,"eolian deposits & till, lodgment","NA & phyllite","depression","yes","no",25,"F144BY305ME"
