"","dmuiid","lmapunitiid","muiid","MLRARSYM","Count","percentmlra","pmlra","mu.total","affinity","LRU","best","ofbest","compname","coiid","areasymbol","areaname","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname"
"5308",118406,272465,272465,"110",2410,0.0102226436647287,0.0102226436647287,0.0119876771535036,85.2762677358302,"110",85.2762677358302,100,"poorly drained aqualfs",236635,"IN089","Lake County, Indiana","94j6","Lydick loam, 2 to 6 percent slopes",18.4838989903921,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5339",118426,272485,272485,"110",2489,0.0105577427724107,0.0105577427724107,0.0220259687659463,47.9331596471419,"110",47.9331596471419,100,"Oshtemo",236677,"IN089","Lake County, Indiana","94jv","Oshtemo fine sandy loam, 2 to 6 percent slopes",18.5561524972224,TRUE,90,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",4,250,250,8.84,65.96,20.12,13.92,1.2,7.45999979972839,5.80000019073486,15.1,73.9,15.8666666666667,10.2333333333333,0.773333333333333,15.649999845773,"none",18,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"5340",118426,272485,272485,"110",2489,0.0105577427724107,0.0105577427724107,0.0220259687659463,47.9331596471419,"110",47.9331596471419,100,"Gilford",236678,"IN089","Lake County, Indiana","94jv","Oshtemo fine sandy loam, 2 to 6 percent slopes",18.5561524972224,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5344",118427,272486,272486,"110",1616,0.00685468554448197,0.00685468554448197,0.0112758220387928,60.7910050451262,"110",60.7910050451262,100,"Gilford",236680,"IN089","Lake County, Indiana","94jw","Oshtemo fine sandy loam, 6 to 12 percent slopes",18.546190353483,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5348",118427,272486,272486,"110",1616,0.00685468554448197,0.00685468554448197,0.0112758220387928,60.7910050451262,"110",60.7910050451262,100,"Oshtemo",236679,"IN089","Lake County, Indiana","94jw","Oshtemo fine sandy loam, 6 to 12 percent slopes",18.546190353483,TRUE,90,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",9,250,250,8.84,65.96,20.12,13.92,1.2,7.45999979972839,5.80000019073486,15.1,73.9,15.8666666666667,10.2333333333333,0.773333333333333,15.649999845773,"none",18,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"5350",118428,272487,272487,"110",115937,0.491777028447157,0.491777028447157,0.584832006823666,84.0885968464845,"110",84.0885968464845,100,"Pewamo",236681,"IN089","Lake County, Indiana","94jx","Pewamo silty clay loam",18.5176206658209,TRUE,100,"mollisols","typic argiaquolls","Fine, mixed, active, mesic Typic Argiaquolls","poorly",1,38,250,1.48,15.24,48.56,36.2,4.16,9.53999969363213,6.69999980926514,3.06666666666667,17.4666666666667,45.8066666666667,36.7266666666667,2.17166666666667,19.0999994538724,"none",38,0,"till, unspecified",NA,"depression & till plain","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5403",118442,272501,272501,"110",1736,0.00736369684729003,0.00736369684729003,0.00868844441546079,84.7527646512486,"110",84.7527646512486,100,"poorly drained aqualfs",236703,"IN089","Lake County, Indiana","94kc","Tracy loam, 6 to 12 percent slopes",18.5020178001684,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5405",118442,272501,272501,"110",1736,0.00736369684729003,0.00736369684729003,0.00868844441546079,84.7527646512486,"110",84.7527646512486,100,"Tracy",236702,"IN089","Lake County, Indiana","94kc","Tracy loam, 6 to 12 percent slopes",18.5020178001684,TRUE,90,"alfisols","ultic hapludalfs","Coarse-loamy, mixed, active, mesic Ultic Hapludalfs","well",9,250,250,9,50.5,37.5,12,1.875,7.49999992549419,4.90000009536743,15.9066666666667,56.66,30.6733333333333,12.6666666666667,0.971666666666667,20.1199999302626,"none",25,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"5406",118443,272502,272502,"110",1182,0.00501376133265946,0.00501376133265946,0.00508681613835382,98.5638402547413,"110",98.5638402547413,100,"poorly drained aqualfs",236705,"IN089","Lake County, Indiana","94kd","Tracy loam, silty clay loam substratum, 2 to 6 percent slopes",18.4823704502479,FALSE,10,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"5407",118443,272502,272502,"110",1182,0.00501376133265946,0.00501376133265946,0.00508681613835382,98.5638402547413,"110",98.5638402547413,100,"Tracy",236704,"IN089","Lake County, Indiana","94kd","Tracy loam, silty clay loam substratum, 2 to 6 percent slopes",18.4823704502479,TRUE,90,"alfisols","ultic hapludalfs","Coarse-loamy, mixed, active, mesic Ultic Hapludalfs","well",4,117,250,7.2,50.24,35.4,14.36,2.46,8.11999988555908,5.6080001449585,8.63333333333333,43.9266666666667,33.3,22.7733333333333,1.32,20.1699999906123,"none",38,0,"outwash & till, unspecified",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"5421",118447,272506,272506,"110",5286,0.0224219478886953,0.0224219478886953,0.0340870542695549,65.7784850265624,"110",65.7784850265624,100,"Wallkill",236710,"IN089","Lake County, Indiana","94kj","Wallkill silt loam",18.5905222529659,TRUE,100,"inceptisols","fluvaquentic humaquepts","Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts","very poorly",1,64,250,0,17.86,62.06,20.08,10,9.46000026166439,6.5,0,8.00666666666667,26.0066666666667,8.65333333333333,41.5333333333333,46.3800008744001,"none",152,0,"slope alluvium & organic, herbaceous material",NA,"depression & till plain","yes","no",0,"12-GRR Grand Rapids, Michigan"
"6440",119160,272587,272587,"111C",15602,0.153617922629224,0.153617922629224,0.158877868639217,96.6893148460229,"111C",96.6893148460229,100,"Chelsea",1506999,"IN087","Lagrange County, Indiana","94n4","Blount silt loam, 0 to 3 percent slopes",18.0305349392918,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6441",119160,272587,272587,"111C",15602,0.153617922629224,0.153617922629224,0.158877868639217,96.6893148460229,"111C",96.6893148460229,100,"Pewamo",237656,"IN087","Lagrange County, Indiana","94n4","Blount silt loam, 0 to 3 percent slopes",18.0305349392918,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6444",119160,272587,272587,"111C",15602,0.153617922629224,0.153617922629224,0.158877868639217,96.6893148460229,"111C",96.6893148460229,100,"Blount",237655,"IN087","Lagrange County, Indiana","94n4","Blount silt loam, 0 to 3 percent slopes",18.0305349392918,TRUE,90,"alfisols","aeric epiaqualfs","Fine, illitic, mesic Aeric Epiaqualfs","somewhat poorly",2,69,250,6.24,20.54,52.62,26.84,1.555,8.55999974161386,6.36600011825562,5.41333333333333,23.2333333333333,45.8866666666667,30.88,1.01833333333333,11.5099997110665,"none",23,0,"loess & till, unspecified","limestone and shale","till plain","no","no",50,"12-GRR Grand Rapids, Michigan"
"6450",119162,272589,272589,"111C",18524,0.182388052735786,0.182388052735786,0.290160589376268,62.857624161796,"111C",62.857624161796,100,"Boyer",237659,"IN087","Lagrange County, Indiana","94n6","Boyer loamy sand, 2 to 6 percent slopes",17.8732774342381,TRUE,100,"alfisols","typic hapludalfs","Coarse-loamy, mixed, superactive, mesic Typic Hapludalfs","well",5,91,250,11,80.8,13.56,5.64,1.375,7.91999983787537,6.31600017547607,19.26,81.4666666666667,11.6466666666667,6.88666666666667,0.958333333333333,15.4299998227507,"none",25,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"6451",119163,272590,272590,"111C",9832,0.096806269407161,0.096806269407161,0.137911077651133,70.1947015830355,"111C",70.1947015830355,100,"Boyer",237660,"IN087","Lagrange County, Indiana","94n7","Boyer loamy sand, 6 to 12 percent slopes",17.8824103328437,TRUE,100,"alfisols","typic hapludalfs","Coarse-loamy, mixed, superactive, mesic Typic Hapludalfs","well",9,91,250,11,80.8,13.56,5.64,1.375,7.91999983787537,6.31600017547607,19.26,81.4666666666667,11.6466666666667,6.88666666666667,0.958333333333333,15.4299998227507,"none",25,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"6453",119164,272591,272591,"111C",1594,0.0156945884291105,0.0156945884291105,0.0257114459298885,61.0412517129821,"111C",61.0412517129821,100,"Boyer",237661,"IN087","Lagrange County, Indiana","94n8","Boyer loamy sand, 12 to 18 percent slopes",17.8633514188292,TRUE,100,"alfisols","typic hapludalfs","Coarse-loamy, mixed, superactive, mesic Typic Hapludalfs","well",15,91,250,11,80.8,13.56,5.64,1.375,7.91999983787537,6.31600017547607,19.26,81.4666666666667,11.6466666666667,6.88666666666667,0.958333333333333,15.4299998227507,"none",25,0,"outwash & outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"6455",119165,272592,272592,"111C",4059,0.0399650780638392,0.0399650780638392,0.0710029340831283,56.2865162967056,"111C",56.2865162967056,100,"Bronson",1507003,"IN087","Lagrange County, Indiana","94n9","Brady sandy loam",17.908101091471,FALSE,4,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6458",119165,272592,272592,"111C",4059,0.0399650780638392,0.0399650780638392,0.0710029340831283,56.2865162967056,"111C",56.2865162967056,100,"Brady",237662,"IN087","Lagrange County, Indiana","94n9","Brady sandy loam",17.908101091471,TRUE,90,"alfisols","aquollic hapludalfs","Coarse-loamy, mixed, active, mesic Aquollic Hapludalfs","somewhat poorly",1,135,250,9.62,69.18,19.84,10.98,1.325,7.59999990463257,6.35199995040894,12.54,71.06,17.14,11.8,0.941666666666667,19.9499999452382,"none",23,0,"outwash & outwash",NA,"outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan"
"6460",119165,272592,272592,"111C",4059,0.0399650780638392,0.0399650780638392,0.0710029340831283,56.2865162967056,"111C",56.2865162967056,100,"Sebewa",237664,"IN087","Lagrange County, Indiana","94n9","Brady sandy loam",17.908101091471,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6461",119165,272592,272592,"111C",4059,0.0399650780638392,0.0399650780638392,0.0710029340831283,56.2865162967056,"111C",56.2865162967056,100,"Gilford",237663,"IN087","Lagrange County, Indiana","94n9","Brady sandy loam",17.908101091471,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6480",119170,272597,272597,"111C",41156,0.405223639515981,0.405223639515981,0.427463609649506,94.7972249259391,"111C",94.7972249259391,100,"Conover",237673,"IN087","Lagrange County, Indiana","94ng","Conover loam, 0 to 3 percent slopes",17.9516216206731,TRUE,90,"alfisols","udollic endoaqualfs","Fine-loamy, mixed, active, mesic Udollic Endoaqualfs","somewhat poorly",2,81,250,6.38,47.62,34.64,17.74,2.015,9.23999980092049,6.21000019073486,9.46,42.54,36.1466666666667,21.3133333333333,1.17166666666667,22.7899996712804,"none",23,0,"till, unspecified",NA,"moraine","no","no",50,"12-GRR Grand Rapids, Michigan"
"6481",119170,272597,272597,"111C",41156,0.405223639515981,0.405223639515981,0.427463609649506,94.7972249259391,"111C",94.7972249259391,100,"Rensselaer",237674,"IN087","Lagrange County, Indiana","94ng","Conover loam, 0 to 3 percent slopes",17.9516216206731,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6484",119170,272597,272597,"111C",41156,0.405223639515981,0.405223639515981,0.427463609649506,94.7972249259391,"111C",94.7972249259391,100,"Whitaker",1507021,"IN087","Lagrange County, Indiana","94ng","Conover loam, 0 to 3 percent slopes",17.9516216206731,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6485",119174,272601,272601,"111C",4392,0.043243809523622,0.043243809523622,0.046380991608154,93.2360607745598,"111C",93.2360607745598,100,"Pewamo",237679,"IN087","Lagrange County, Indiana","94nl","Haskins loam, 0 to 3 percent slopes",18.0162361099722,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6487",119174,272601,272601,"111C",4392,0.043243809523622,0.043243809523622,0.046380991608154,93.2360607745598,"111C",93.2360607745598,100,"Haskins",237678,"IN087","Lagrange County, Indiana","94nl","Haskins loam, 0 to 3 percent slopes",18.0162361099722,TRUE,90,"alfisols","aeric epiaqualfs","Fine-loamy, mixed, active, mesic Aeric Epiaqualfs","somewhat poorly",2,89,250,5.94,47.6,34.12,18.28,1.25,7.65999989211559,6.33000019073486,4.01333333333333,39.0333333333333,34.9533333333333,26.0133333333333,0.916666666666667,17.3899999335408,"none",20,0,"glaciolacustrine deposits & till, unspecified",NA,"lake plain & till plain","no","no",50,"12-GRR Grand Rapids, Michigan"
"6490",119174,272601,272601,"111C",4392,0.043243809523622,0.043243809523622,0.046380991608154,93.2360607745598,"111C",93.2360607745598,100,"Blount",1507023,"IN087","Lagrange County, Indiana","94nl","Haskins loam, 0 to 3 percent slopes",18.0162361099722,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6492",119175,272602,272602,"111C",4166,0.0410186043887544,0.0410186043887544,0.0451013243869877,90.9476715956234,"111C",90.9476715956234,100,"Hillsdale",237680,"IN087","Lagrange County, Indiana","94nm","Hillsdale sandy loam, 0 to 2 percent slopes",17.9462939551826,TRUE,90,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",2,250,250,5,69.06,24.72,6.22,1.875,7.36000022292137,5.96000019073486,5,70.2,23.0133333333333,6.78666666666667,1.125,20.8199999928474,"none",25,0,"till, unspecified",NA,"till plain & moraine","no","no",250,"12-GRR Grand Rapids, Michigan"
"6495",119175,272602,272602,"111C",4166,0.0410186043887544,0.0410186043887544,0.0451013243869877,90.9476715956234,"111C",90.9476715956234,100,"Conover",1507024,"IN087","Lagrange County, Indiana","94nm","Hillsdale sandy loam, 0 to 2 percent slopes",17.9462939551826,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6496",119175,272602,272602,"111C",4166,0.0410186043887544,0.0410186043887544,0.0451013243869877,90.9476715956234,"111C",90.9476715956234,100,"Rensselaer",237681,"IN087","Lagrange County, Indiana","94nm","Hillsdale sandy loam, 0 to 2 percent slopes",17.9462939551826,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6497",119176,272603,272603,"111C",36759,0.36193059979026,0.36193059979026,0.384055769514837,94.2390737281392,"111C",94.2390737281392,100,"Hillsdale",237682,"IN087","Lagrange County, Indiana","94nn","Hillsdale sandy loam, 2 to 6 percent slopes",17.9380741884596,TRUE,100,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",5,250,250,5,69.06,24.72,6.22,1.875,7.36000022292137,5.96000019073486,5,70.2,23.0133333333333,6.78666666666667,1.125,20.8199999928474,"none",25,0,"till, unspecified",NA,"moraine & till plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"6500",119177,272604,272604,"111C",11652,0.114726062971139,0.114726062971139,0.121037998183132,94.785162257523,"111C",94.785162257523,100,"Hillsdale",237683,"IN087","Lagrange County, Indiana","94np","Hillsdale sandy loam, 6 to 12 percent slopes",17.9556321918428,TRUE,100,"alfisols","typic hapludalfs","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","well",9,250,250,5,69.06,24.72,6.22,1.875,7.36000022292137,5.96000019073486,5,70.2,23.0133333333333,6.78666666666667,1.125,20.8199999928474,"none",25,0,"till, unspecified",NA,"moraine & till plain","no","no",250,"12-GRR Grand Rapids, Michigan"
"6502",119178,272605,272605,"111C",8942,0.0880432934335673,0.0880432934335673,0.12462705284514,70.645410786508,"111C",70.645410786508,100,"Brady",1507026,"IN087","Lagrange County, Indiana","94nq","Homer sandy loam",17.9538147691524,FALSE,7,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6503",119178,272605,272605,"111C",8942,0.0880432934335673,0.0880432934335673,0.12462705284514,70.645410786508,"111C",70.645410786508,100,"Sebewa",237685,"IN087","Lagrange County, Indiana","94nq","Homer sandy loam",17.9538147691524,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression","yes","no",25,"12-GRR Grand Rapids, Michigan"
"6506",119178,272605,272605,"111C",8942,0.0880432934335673,0.0880432934335673,0.12462705284514,70.645410786508,"111C",70.645410786508,100,"Homer",237684,"IN087","Lagrange County, Indiana","94nq","Homer sandy loam",17.9538147691524,TRUE,90,"alfisols","aeric endoaqualfs","Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Aeric Endoaqualfs","somewhat poorly",1,76,250,12.08,51.2,28.06,20.74,1.25,8.60999999940395,6.59,24.6666666666667,70.5066666666667,15.9,13.5933333333333,0.916666666666667,14.4699999652803,"none",20,0,"outwash & outwash","limestone","outwash plain","no","no",50,"12-GRR Grand Rapids, Michigan"
"6507",119182,272609,272609,"111C",3545,0.0349042132880783,0.0349042132880783,0.0350858066622329,99.48243067089,"111C",99.48243067089,100,"Metea",1507028,"IN087","Lagrange County, Indiana","94nv","Martinsville sandy loam, 1 to 6 percent slopes",18.0511787137271,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6509",119182,272609,272609,"111C",3545,0.0349042132880783,0.0349042132880783,0.0350858066622329,99.48243067089,"111C",99.48243067089,100,"Wawasee",1507027,"IN087","Lagrange County, Indiana","94nv","Martinsville sandy loam, 1 to 6 percent slopes",18.0511787137271,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"12-GRR Grand Rapids, Michigan"
"6512",119182,272609,272609,"111C",3545,0.0349042132880783,0.0349042132880783,0.0350858066622329,99.48243067089,"111C",99.48243067089,100,"Martinsville",237689,"IN087","Lagrange County, Indiana","94nv","Martinsville sandy loam, 1 to 6 percent slopes",18.0511787137271,TRUE,90,"alfisols","typic hapludalfs","Fine-loamy, mixed, active, mesic Typic Hapludalfs","well",4,147,250,6,56.38,28.34,15.28,1.325,7.45999993383884,6.52200016021729,6,53.0533333333333,26.7866666666667,20.16,0.941666666666667,21.3100000023842,"none",23,0,"outwash",NA,"outwash plain","no","no",250,"12-GRR Grand Rapids, Michigan"
