"Series","ES","dmuiid","MLRA","LRU","coiid","areasymbol","areaname","lmapunitiid","muiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","grpname","Site111"
"Adrian","F111AY001IN",749848,"111A",NA,2638578,"OH129","Pickaway County, Ohio",1403064,2656439,"2w57l","Westland clay loam, SOTP, 0 to 2 percent slopes",19.2457618340536,FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,250,250,0,15,60,25,65,18.0000007152557,6.5,23.1866666666667,58.8666666666667,28.04,13.0933333333333,24.8933333333333,25.8000006750226,"none",56,0,"organic, grassy material & outwash",NA,"depression & outwash terrace","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129374,"111A",NA,250836,"OH023","Clark County, Ohio",171691,171691,"5rnf","Adrian muck, drained",18.9711449987034,TRUE,90,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",0.5,56,250,0,0,0,0,65,20.0000002980232,6.40000009536743,0,50.1333333333333,8.77333333333333,3.76,24.58,28.0400002077222,"none",56,0,"organic, herbaceous material & outwash",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129446,"111A",NA,251055,"OH023","Clark County, Ohio",171774,171774,"5rr3","Sloan silt loam, sandy substratum, occasionally flooded",19.057080426751,FALSE,5,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",749848,"111A",NA,2638578,"OH141","Ross County, Ohio",170978,2656439,"2w57l","Westland clay loam, SOTP, 0 to 2 percent slopes",19.2457618340536,FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,250,250,0,15,60,25,65,18.0000007152557,6.5,23.1866666666667,58.8666666666667,28.04,13.0933333333333,24.8933333333333,25.8000006750226,"none",56,0,"organic, grassy material & outwash",NA,"depression & outwash terrace","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129405,"111A",NA,250942,"OH023","Clark County, Ohio",171730,171730,"5rpp","Linwood muck, undrained",19.2298496553731,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",25,"12-IND Indianapolis, Indiana","Deep Muck"
"Adrian","F111AY001IN",129406,"111A",NA,250943,"OH057","Greene County, Ohio",1857495,1857495,"20bw6","Linwood mucky silt loam, drained",18.9631414232814,FALSE,10,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129406,"111A",NA,250943,"OH023","Clark County, Ohio",171731,171731,"5rpq","Linwood mucky silt loam, drained",18.9631414232814,FALSE,10,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129406,"111A",NA,250943,"OH021","Champaign County, Ohio",1413788,1413788,"1jg52","Linwood mucky silt loam, drained",18.9631414232814,FALSE,10,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129407,"111A",NA,250946,"OH023","Clark County, Ohio",171732,171732,"5rpr","Lippincott mucky silt loam",19.037853167151,FALSE,5,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129375,"111A",NA,250837,"OH023","Clark County, Ohio",171692,171692,"5rng","Adrian muck, undrained",19.0299640054101,TRUE,90,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",0.5,91,250,0,0,0,0,65,20.0000002980232,6.5,0,31.4666666666667,5.50666666666667,2.36,39.63,39.9400004632771,"none",91,0,"outwash & organic, herbaceous material",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129376,"111A",NA,250841,"OH023","Clark County, Ohio",171694,171694,"5rnj","Carlisle muck, drained",19.1715775341069,FALSE,5,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",0,"12-IND Indianapolis, Indiana","Mineral Muck"
"Adrian","F111AY001IN",129377,"111A",NA,250844,"OH023","Clark County, Ohio",171695,171695,"5rnk","Carlisle muck, undrained",19.053381025738,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"organic, herbaceous material & glaciofluvial deposits",NA,"depression","yes","no",25,"12-IND Indianapolis, Indiana","Deep Muck"
"Alexandria","F111AY009IN",128515,"111A",NA,249322,"OH131","Pike County, Ohio",1688993,1688993,"1tpjn","Alexandria silt loam, 20 to 35 percent slopes, eroded",19.0744747846842,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",28,94,250,0,24,40.8,35.2,1,7.69999995827675,6.19999980926514,0,30.2666666666667,39.0933333333333,30.64,0.62800000111262,19.4600000679493,"none",10,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128515,"111A",NA,249322,"OH073","Hocking County, Ohio",1398181,1398181,"1hxxm","Alexandria silt loam, 20 to 35 percent slopes, eroded",19.0744747846842,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",28,94,250,0,24,40.8,35.2,1,7.69999995827675,6.19999980926514,0,30.2666666666667,39.0933333333333,30.64,0.62800000111262,19.4600000679493,"none",10,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128513,"111A",NA,249316,"OH073","Hocking County, Ohio",1398180,1398180,"1hxxl","Alexandria silt loam, 6 to 12 percent slopes, eroded",19.0617221133424,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",9,97,250,0,23.2,44.64,32.16,1.2,8.25999990105629,6.19999980926514,0,29.7,40.2933333333333,30.0066666666667,0.705666667719682,20.1400000080466,"none",18,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128514,"111A",NA,249319,"OH141","Ross County, Ohio",170834,170834,"5qrs","Alexandria silt loam, 12 to 20 percent slopes, eroded",19.0327671564811,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",16,69,250,0,23.5,43.2,33.3,1.125,8.04999992251396,6.19999980926514,0,32.6,40.56,26.84,0.578000001609325,18.8100000545382,"none",15,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128955,"111A",NA,1253391,"OH129","Pickaway County, Ohio",171272,171272,"5r6x","Loudonville silt loam, 18 to 50 percent slopes",19.0117219673013,FALSE,3,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified",NA,"till plain & moraine",NA,"no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128515,"111A",NA,249322,"OH141","Ross County, Ohio",170835,170835,"5qrt","Alexandria silt loam, 20 to 35 percent slopes, eroded",19.0744747846842,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",28,94,250,0,24,40.8,35.2,1,7.69999995827675,6.19999980926514,0,30.2666666666667,39.0933333333333,30.64,0.62800000111262,19.4600000679493,"none",10,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128515,"111A",NA,249322,"OH129","Pickaway County, Ohio",1402978,1402978,"1j2xc","Alexandria silt loam, 20 to 35 percent slopes, eroded",19.0744747846842,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",28,94,250,0,24,40.8,35.2,1,7.69999995827675,6.19999980926514,0,30.2666666666667,39.0933333333333,30.64,0.62800000111262,19.4600000679493,"none",10,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128513,"111A",NA,249316,"OH141","Ross County, Ohio",170833,170833,"5qrr","Alexandria silt loam, 6 to 12 percent slopes, eroded",19.0617221133424,TRUE,90,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Oxyaquic Hapludalfs","well",9,97,250,0,23.2,44.64,32.16,1.2,8.25999990105629,6.19999980926514,0,29.7,40.2933333333333,30.0066666666667,0.705666667719682,20.1400000080466,"none",18,0,"till, unspecified",NA,"till plain","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128630,"111A",NA,249654,"OH141","Ross County, Ohio",170950,170950,"5qwj","Rodman gravelly loam, 20 to 35 percent slopes, eroded",19.2911425734994,FALSE,5,"alfisols","oxyaquic hapludalfs","Fine, illitic, mesic Typic Hapludalfs","well",28,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified",NA,"till plain & moraine","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Alexandria","F111AY009IN",128584,"111A",NA,249528,"OH141","Ross County, Ohio",170904,170904,"5qv1","Markland silty clay loam, 20 to 35 percent slopes, eroded",19.2009581650975,FALSE,10,"alfisols","typic hapludalfs","Fine, illitic, mesic Typic Hapludalfs","well",28,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"till, unspecified",NA,"till plain & moraine","no","no",250,"12-IND Indianapolis, Indiana","Till Ridge"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH045","Fairfield County, Ohio",172329,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH129","Pickaway County, Ohio",171311,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",129101,"111A",NA,250428,"OH021","Champaign County, Ohio",171418,171418,"5rcm","Algiers silt loam",18.6609326897183,TRUE,95,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,0,250,0,26.2999992370605,52.7000007629395,21,3,9.00000035762787,7.19999980926514,0,22.1499996185303,53.6000003814697,24.25,1.875,27.0000010728836,"flood",51,0,"alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH113","Montgomery County, Ohio",170329,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749608,"111A",NA,2504151,"OH129","Pickaway County, Ohio",171289,2652205,"2w0v0","Patton silty clay loam, 0 to 2 percent slopes",19.2007010745779,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",126273,"111A",NA,245996,"OH037","Darke County, Ohio",168487,168487,"5nb2","Algiers silt loam, occasionally flooded",18.508384232442,TRUE,90,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,53,250,0,26.2999992370605,52.7000007629395,21,3,9.00000035762787,6.69999980926514,0,22.1613328170776,52.6353326161702,25.2033333333333,1.545,27.0000010728836,"flood",53,0,"alluvium & glaciofluvial deposits",NA,"flood plain","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",127100,"111A",NA,247115,"OH109","Miami County, Ohio",169465,169465,"5pbm","Algiers silt loam",19.1375646077289,TRUE,85,"entisols","aquic udifluvents","Fine-loamy, mixed, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,58,250,0,26.2999992370605,52.7000007629395,21,3,9.49999988079071,6.69999980926514,0,21.2093330383301,53.8040002950033,24.9866666666667,1.62,25.7399995326996,"flood",58,0,"alluvium",NA,"flood plain","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH037","Darke County, Ohio",168534,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749608,"111A",NA,2504151,"OH047","Fayette County, Ohio",169264,2652205,"2w0v0","Patton silty clay loam, 0 to 2 percent slopes",19.2007010745779,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",128982,"111A",NA,1253427,"OH097","Madison County, Ohio",1402815,1402815,"1j2r3","Sloan silt loam, occasionally flooded",19.246159033896,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,"alluvium",NA,"flood plain","no","no",250,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH109","Miami County, Ohio",169547,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749606,"111A",NA,2504150,"OH037","Darke County, Ohio",168523,2652203,"2w0ty","Patton silty clay loam, 0 to 2 percent slopes",18.5781862349333,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749608,"111A",NA,2504151,"OH097","Madison County, Ohio",169911,2652205,"2w0v0","Patton silty clay loam, 0 to 2 percent slopes",19.2007010745779,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH057","Greene County, Ohio",169361,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749604,"111A",NA,2504149,"OH149","Shelby County, Ohio",170060,2652201,"2w0tw","Patton silty clay loam, 0 to 2 percent slopes",18.5847145877839,FALSE,10,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",749604,"111A",NA,2504149,"OH091","Logan County, Ohio",1593189,2652201,"2w0tw","Patton silty clay loam, 0 to 2 percent slopes",18.5847145877839,FALSE,10,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,81,250,3,18.2400001525879,65.8600006103516,15.8999998092651,3,10.4999996721745,7,5.76,25.3480001068115,50.9433335367839,23.7086666170756,1.75033333142598,29.8900000154972,"flood",61,0,"alluvium & outwash",NA,"flood-plain step & flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
"Algiers","F111AY004IN",690355,"111A",NA,2241235,"OH047","Fayette County, Ohio",169277,2596252,"2t4m2","Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",19.0965661114712,FALSE,5,"entisols","aquic udifluvents","Fine-loamy, mixed, superactive, nonacid, mesic Aquic Udifluvents","somewhat poorly",1,13,250,3,29.0379998016357,46.2620001983643,24.7,1.335,9.00000035762787,6.92199995040894,3.34666666666667,34.8793332672119,43.1940000661214,21.9266666666667,0.867000002066294,23.1000008694828,"flood",13,0,"alluvium & alluvium",NA,"flood plain & terrace","no","no",50,"12-IND Indianapolis, Indiana","Dry Alluvium Forest"
