"ES","MLRARSYM","Series","coiid","muname"
"F111AY015IN","111A","Casco",290214,"Urban land-Fox-Casco complex, 6 to 12 percent slopes"
"F111AY015IN","111A","Casco",246646,"Casco and Rodman soils, 2 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250435,"Casco loam, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250896,"Eldean-Casco complex, 6 to 12 percent slopes, eroded"
"F111AY015IN","111A","Casco",250617,"Casco loam, 12 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Casco",250436,"Casco gravelly loam, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250434,"Casco loam, 2 to 6 percent slopes"
"F111AY015IN","111A","Casco",250846,"Casco gravelly loam, 12 to 20 percent slopes, eroded"
"F111AY015IN","111A","Casco",246674,"Fox, Casco, and Rodman soils, 12 to 25 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250530,"Miami-Casco-Rodman complex, 18 to 25 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250031,"Rodman-Casco complex, 25 to 50 percent slopes"
"F111AY015IN","111A","Casco",247160,"Eldean-Casco gravelly loams, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250618,"Casco loam, 18 to 35 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250263,"Casco loam, 2 to 6 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",250437,"Casco-Miami-Fox complex, 12 to 18 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",243272,"Casco sandy clay loam, 6 to 15 percent slopes, severely eroded"
"F111AY015IN","111A","Casco",248130,"Eldean-Casco complex, 6 to 15 percent slopes, eroded"
"F111AY015IN","111A","Casco",250133,"Casco-Kendallville complex, 12 to 18 percent slopes"
"F111AY015IN","111A","Casco",247162,"Eldean-Casco complex, 6 to 18 percent slopes, severely eroded"
"F111AY015IN","111A","Casco",247158,"Eldean-Casco gravelly loams, 6 to 12 percent slopes, moderately eroded"
"F111AY015IN","111A","Casco",249356,"Casco-Rodman complex, 12 to 18 percent slopes"
"F111AY015IN","111A","Casco",250137,"Casco-Rodman gravelly loams, 12 to 18 percent slopes"
"F111AY015IN","111A","Casco",250132,"Casco gravelly loam, 6 to 12 percent slopes"
"F111AY015IN","111A","Casco",250139,"Casco-Rodman gravelly loams, 18 to 35 percent slopes"
"F111AY009IN","111A","Celina",283374,"Miamian-Celina silt loams, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",2375428,"Celina silt loam, 0 to 2 percent slopes"
"F111AY009IN","111A","Celina",2144782,"Celina silt loam, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",250860,"Celina-Strawn complex, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",245058,"Urban land-Celina complex, 2 to 12 percent slopes"
"F111AY009IN","111A","Celina",251786,"Urban land-Celina complex, 0 to 6 percent slopes"
"F111AY009IN","111A","Celina",251222,"Celina-Losantville silt loams, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",250855,"Celina-Strawn complex, 0 to 2 percent slopes"
"F111AY009IN","111A","Celina",2375435,"Celina silt loam, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Celina",238943,"Xenia and Celina silt loams, 2 to 6 percent slopes, moderately eroded"
"F111AY009IN","111A","Celina",2568947,"Crosby-Celina silt loams, 0 to 2 percent slopes"
"F111AY009IN","111A","Celina",250452,"Celina bouldery silt loam, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",251226,"Celina-Losantville silt loams, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Celina",281039,"Lewisburg-Celina silt loams, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",2375474,"Celina silt loam, stony subsoil, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Celina",250621,"Celina-Urban land complex, gently sloping"
"F111AY009IN","111A","Celina",247930,"Lewisburg-Celina silt loams, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",239030,"Celina silt loam, 1 to 4 percent slopes"
"F111AY009IN","111A","Celina",251250,"Crosby-Celina silt loams, 2 to 4 percent slopes"
"F111AY009IN","111A","Celina",244956,"Celina silt loam, 6 to 12 percent slopes, eroded"
"F111AY009IN","111A","Celina",2379799,"Crosby-Celina silt loams, 2 to 4 percent slopes, eroded"
"F111AY009IN","111A","Celina",281338,"Lewisburg-Celina clay loams, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Celina",244958,"Celina-Urban land complex, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",2455015,"Miamian-Celina silt loams, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Celina",239032,"Celina silt loam, stony subsoil, 1 to 4 percent slopes"
"F111AY009IN","111A","Celina",248387,"Celina bouldery silt loam, 2 to 6 percent slopes"
"F111AY009IN","111A","Celina",250449,"Celina silt loam, 6 to 12 percent slopes, moderately eroded"
"F111AY009IN","111A","Celina",238939,"Xenia and Celina silt loams, 0 to 2 percent slopes"
"F111AY009IN","111A","Celina",238941,"Xenia and Celina silt loams, 2 to 6 percent slopes, slightly eroded"
"F111AY009IN","111A","Celina Variant",250145,"Celina Variant silt loam, 6 to 15 percent slopes"
"F111AY005IN","111A","Chagrin",240893,"Chagrin loam, frequently flooded"
"F111AY005IN","111A","Clifty",249377,"Clifty silt loam, occasionally flooded"
"F111AY009IN","111A","Cliftycreek",277319,"Cliftycreek silt loam, 2 to 6 percent slopes, eroded"
"F111AY009IN","111A","Cliftycreek",277757,"Cliftycreek silt loam, 6 to 12 percent slopes, eroded"
"F111AY009IN","111A","Cliftycreek",277318,"Cliftycreek silt loam, 0 to 2 percent slopes"
"F111AY004IN","111A","Cohoctah",284531,"Cohoctah loam, 0 to 1 percent slopes, occasionally flooded, very brief duration"
"R111AY010IN","111A","Corwin",247138,"Corwin silt loam, 0 to 2 percent slopes"
"R111AY010IN","111A","Corwin",248392,"Corwin silt loam, 2 to 6 percent slopes"
"R111AY010IN","111A","Corwin",247140,"Corwin silt loam, 2 to 6 percent slopes"
"R111AY010IN","111A","Corwin",250146,"Corwin silt loam, 0 to 2 percent slopes"
"R111AY010IN","111A","Corwin",248390,"Corwin silt loam, 0 to 2 percent slopes"
"R111AY010IN","111A","Corwin",246657,"Corwin silt loam, 2 to 6 percent slopes"
"R111AY010IN","111A","Corwin",250148,"Corwin silt loam, 2 to 6 percent slopes"
"R111AY010IN","111A","Corwin",251236,"Corwin silt loam, 2 to 6 percent slopes"
"R111AY010IN","111A","Corwin",881251,"Corwin silt loam, 0 to 2 percent slopes"
"F111AY018IN","111A","Corydon",238363,"Corydon stony silt loam, 18 to 35 percent slopes"
"R111AY016IN","111A","Crane",248114,"Crane silt loam, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",243439,"Miami-Crosby silt loams, 2 to 5 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2379764,"Crosby-Lewisburg silt loams, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",248118,"Crosby silt loam, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",243670,"Crosby silt loam, stony subsoil, 0 to 3 percent slopes"
"F111AY008IN","111A","Crosby",2253864,"Crosby silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2637674,"Urban land-Crosby silt loam complex, fine-loamy subsoil, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",251068,"Strawn-Crosby complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",1136121,"Crosby bouldery silt loam, 0 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2253852,"Crosby silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",2253839,"Crosby silt loam, fine-loamy subsoil, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",2379742,"Crosby-Miami silt loams, 0 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2568946,"Crosby-Celina silt loams, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",251072,"Strawn-Crosby complex, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2379825,"Urban land-Crosby-Treaty complex, fine loamy subsoil, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",2504170,"Crosby-Lewisburg silt loams, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2637650,"Crosby silt loam-Urban land complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",244970,"Crosby-Urban land complex, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2653532,"Crosby silt loam, New Castle Till Plain, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",243442,"Miami-Crosby-Losantville silt loams, stony subsoil, 2 to 6 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2496472,"Crosby-Urban land-Treaty complex, fine-loamy subsoil, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",243356,"Urban land-Crosby-Treaty complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",2253874,"Crosby silt loam, 2 to 4 percent slopes, slightly eroded"
"F111AY008IN","111A","Crosby",2637677,"Crosby-Urban land-Miami silt loams complex, 2 to 4 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2253896,"Crosby-Miami silt loams, 2 to 4 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2504142,"Crosby-Celina silt loams, 2 to 4 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2637680,"Urban land-Crosby-Miami silt loams complex, 2 to 4 percent slopes, eroded"
"F111AY008IN","111A","Crosby",251249,"Crosby-Celina silt loams, 2 to 4 percent slopes"
"F111AY008IN","111A","Crosby",285786,"Crosby-Lewisburg silt loams, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",238367,"Crosby silt loam, 2 to 4 percent slopes"
"F111AY008IN","111A","Crosby",2253860,"Crosby silt loam, 2 to 4 percent slopes, eroded"
"F111AY008IN","111A","Crosby",238792,"Fincastle and Crosby silt loams, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2568942,"Crosby-Williamstown silt loams, 2 to 4 percent slopes"
"F111AY008IN","111A","Crosby",238795,"Fincastle and Crosby silt loams, 2 to 6 percent slopes, eroded"
"F111AY008IN","111A","Crosby",2637671,"Crosby silt loam, fine-loamy subsoil-Urban land complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",2379819,"Crosby-Urban land complex, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",243385,"Crosby-Miami silt loams, stony subsoil, 1 to 3 percent slopes"
"F111AY008IN","111A","Crosby",240722,"Del Rey, sandy substratum-Crosby silt loams, 0 to 2 percent slopes"
"F111AY008IN","111A","Crosby",238400,"Miami-Crosby silt loams, 0 to 6 percent slopes"
"F111AY008IN","111A","Crosby",2568932,"Williamstown-Crosby silt loams, 2 to 4 percent slopes"
"F111AY008IN","111A","Crosby",245003,"Lewisburg-Crosby complex, 2 to 6 percent slopes"
"F111AY008IN","111A","Crosby",239034,"Crosby silt loam, stony subsoil, 1 to 3 percent slopes"
"F111AY008IN","111A","Crosby",2636650,"Williamstown-Urban land-Crosby complex, 2 to 4 percent slopes"
"F111AY020IN","111A","Cruze",249687,"Shelocta-Cruze-Weikert association, steep"
"F111AY007IN","111A","Cyclone",2379776,"Cyclone silty clay loam, 0 to 2 percent slopes"
"F111AY007IN","111A","Cyclone",2637711,"Cyclone silty clay loam-Urban land complex, 0 to 2 percent slopes"
"F111AY007IN","111A","Cyclone",290216,"Urban land-Cyclone complex, 0 to 1 percent slopes"
"F111AY007IN","111A","Cyclone",1732440,"Cyclone silty clay loam, 0 to 1 percent slopes"
"F111AY007IN","111A","Cyclone",2638491,"Cyclone-Urban land complex, 0 to 1 percent slopes"
"F111AY007IN","111A","Cyclone",1479174,"Urban land-Cyclone complex, 0 to 1 percent slopes"
NA,"111A","Dam",1191318,"Dam"
NA,"111A","Dam",1313580,"Dam"
NA,"111A","Dam",1745139,"Dam"
"F111AY012IN","111A","Del Rey",240721,"Del Rey, sandy substratum-Crosby silt loams, 0 to 2 percent slopes"
"F111AY014IN","111A","Digby",243275,"Digby-Haney silt loams, 0 to 1 percent slopes"
"R111AY017IN","111A","Donnelsville",250875,"Donnelsville-Rock outcrop complex, 30 to 70 percent slopes"
"R111AY017IN","111A","Donnelsville",250873,"Donnelsville channery silt loam, 18 to 30 percent slopes"
"R111AY016IN","111A","Drummer",250877,"Drummer silty clay loam, gravelly substratum"
"R111AY016IN","111A","Dunham",251260,"Dunham silty clay loam, 0 to 2 percent slopes"
"F111AY019IN","111A","Eden",243388,"Eden flaggy silty clay loam, 25 to 40 percent slopes"
"R111AY002IN","111A","Edwards",246020,"Edwards muck"
"R111AY002IN","111A","Edwards",250464,"Edwards muck"
"R111AY002IN","111A","Edwards",240159,"Edwards muck"
"R111AY002IN","111A","Edwards",247148,"Edwards muck"
"F111AY005IN","111A","Eel",290535,"Eel loam, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Eel",2637718,"Eel silt loam-Urban land complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Eel",2504191,"Eel silt loam, 0 to 2 percent slopes, frequently flooded"
"F111AY005IN","111A","Eel",284532,"Eel silt loam, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Eel",881256,"Eel silt loam, gravelly substratum, 0 to 1 percent slopes, occasionally flooded"
"F111AY005IN","111A","Eel",2637723,"Urban land-Eel silt loam complex, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Eel",289769,"Eel loam, 0 to 2 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Eel",239036,"Eel silt loam, frequently flooded"
"F111AY005IN","111A","Eel",250157,"Eel silt loam, occasionally flooded"
"F111AY005IN","111A","Eel",1083407,"Eel and Beckville soils, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Eel",2637714,"Eel-Urban land-Beckville complex, 0 to 2 percent slopes, occasionally flooded, very brief duration"
"F111AY005IN","111A","Eel",238772,"Eel loam"
"F111AY005IN","111A","Eel",243294,"Gessie-Eel silt loams, 0 to 1 percent slopes, frequently flooded, brief duration"
"F111AY005IN","111A","Eel",246021,"Eel silt loam, occasionally flooded"
"R111AY017IN","111A","Eldean",243280,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250905,"Eldean-Miamian complex, 6 to 12 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",249412,"Eldean gravelly loam, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",248128,"Eldean loam, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",2492227,"Eldean silt loam, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",249407,"Eldean loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",249489,"Kendallville-Eldean complex, 12 to 20 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250895,"Eldean-Casco complex, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",244979,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",2375520,"Eldean loam, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",250889,"Eldean silt loam, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250162,"Eldean gravelly loam, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",247925,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243682,"Eldean clay loam, 12 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",244980,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",247163,"Eldean-Miamian complex, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",243678,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",249918,"Casco-Eldean complex, 12 to 18 percent slopes, moderately eroded"
"R111AY017IN","111A","Eldean",2492294,"Eldean loam, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250911,"Eldean-Miamian complex, 12 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",249410,"Eldean gravelly loam, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",2455021,"Eldean loam, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",243680,"Eldean clay loam, 6 to 12 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",880665,"Kendallville-Eldean silt loams, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",249416,"Eldean gravelly loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",249484,"Kendallville-Eldean complex, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",247166,"Eldean-Miamian complex, 6 to 12 percent slopes"
"R111AY017IN","111A","Eldean",250893,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250163,"Eldean gravelly loam, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",2492231,"Eldean silt loam, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",881250,"Kendallville-Eldean silt loams, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",881219,"Eldean gravelly loam, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",250902,"Eldean-Miamian complex, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250908,"Eldean-Miamian complex, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",284360,"Eldean gravelly loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250168,"Eldean-Kendallville loams, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250898,"Eldean-Miamian complex, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",247944,"Miamian-Eldean silt loams, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",250914,"Eldean-Miamian complex, 18 to 30 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250172,"Eldean-Urban land complex, gently sloping"
"R111AY017IN","111A","Eldean",243679,"Eldean silt loam, 18 to 35 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250161,"Eldean loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243282,"Eldean silt loam, 18 to 35 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250166,"Eldean-Kendallville loams, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",250170,"Eldean-Urban land complex, nearly level"
"R111AY017IN","111A","Eldean",247947,"Miamian-Eldean silt loams, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243281,"Eldean silt loam, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",246830,"Miamian-Eldean silt loams, 2 to 6 percent slopes, moderately eroded"
"R111AY017IN","111A","Eldean",247157,"Eldean-Casco gravelly loams, 6 to 12 percent slopes, moderately eroded"
"R111AY017IN","111A","Eldean",243674,"Eldean silt loam, 2 to 6 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243396,"Eldean clay loam, 2 to 6 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",881221,"Eldean gravelly loam, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",238678,"Eldean clay loam, 12 to 18 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",881229,"Eldean gravelly clay loam, 6 to 12 percent slopes, severely eroded"
"R111AY017IN","111A","Eldean",249493,"Kendallville-Eldean complex, 20 to 35 percent slopes, eroded"
"R111AY017IN","111A","Eldean",243676,"Eldean silt loam, 6 to 12 percent slopes, eroded"
"R111AY017IN","111A","Eldean",248129,"Eldean-Casco complex, 6 to 15 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250922,"Eldean-Urban land complex, 2 to 6 percent slopes"
"R111AY017IN","111A","Eldean",243395,"Eldean loam, 12 to 18 percent slopes, eroded"
"R111AY017IN","111A","Eldean",250164,"Eldean-Kendallville loams, 0 to 2 percent slopes"
"R111AY017IN","111A","Eldean",246795,"Eldean-Urban land complex, rolling"
